trade_id,date,period,strategy,contract,strike,direction,entry,entry_value,exit_price,exit_value,pnl_rs,exit_reason,lots_at_entry,capital_at_entry,equity_after,entry_time,exit_time,year,instrument,stop,target,pnl_pts,win,bias_score,lots_used,capital_used,gap_pts,gap_pct,gap_vs_atr,orb_size,stop_pts,target_pts,atr14,be_triggered,regime,macro_ok,vwap_dev_pct,atm_strike,opt_type,expiry,dte,premium_entry,premium_exit,margin_per_lot,per_trade_risk_pct
15,2022-06-21,PRE-IS,OPT_ORB,NSE-BANKNIFTY-2022-06-23-33200-CE,33200.0,LONG,33181.05,11600.0,33322.75,15142.5,3502.5,SQUARE OFF,2,162816.0,166318.5,2022-06-21 10:00:00,2022-06-21 12:00:00,2022,NSE-BANKNIFTY,32950.84,33440.04,70.85,1,0.7518,1,6960.0,225.55,,,,,,575.54,,neutral,True,,33200.0,CE,2022-06-23,2.0,232.0,302.85,6960.0,0.1
16,2022-06-28,PRE-IS,OPT_ORB,NSE-BANKNIFTY-2022-06-30-33600-PE,33600.0,SHORT,33567.0,8040.0,33417.0,6165.0,-1915.0,SQUARE OFF,1,166318.5,164403.5,2022-06-28 10:00:00,2022-06-28 12:00:00,2022,NSE-BANKNIFTY,33799.49,33305.45,-75.0,0,0.8,1,9648.0,-240.0,,,,,,581.23,,neutral,True,,33600.0,PE,2022-06-30,2.0,321.6,246.6,9648.0,0.1
17,2022-07-05,PRE-IS,OPT_ORB,NSE-BANKNIFTY-2022-07-07-34300-CE,34300.0,LONG,34302.0,11465.0,34319.9,11912.5,407.5,SQUARE OFF,2,164403.5,164811.0,2022-07-05 10:00:00,2022-07-05 12:00:00,2022,NSE-BANKNIFTY,34091.45,34538.86,8.95,1,0.3422,1,6879.0,102.65,,,,,,526.36,,neutral,True,,34300.0,CE,2022-07-07,2.0,229.3,238.25,6879.0,0.1
18,2022-07-06,PRE-IS,OPT_ORB,NSE-BANKNIFTY-2022-07-07-34200-CE,34200.0,LONG,34242.5,12495.0,34200.5,10920.0,-1615.0,SQUARE OFF,3,164811.0,163196.0,2022-07-06 10:45:00,2022-07-06 12:00:00,2022,NSE-BANKNIFTY,34021.9,34490.68,-21.0,0,0.4333,1,4998.0,130.0,,,,,,551.5,,neutral,True,,34200.0,CE,2022-07-07,1.0,166.6,145.6,4998.0,0.1
19,2022-07-21,PRE-IS,VWAP_REV,NSE-BANKNIFTY-28Jul22-FUT,FUT,SHORT,36161.75,904043.75,36115.0,902875.0,1128.75,SQUARE OFF,1,163196.0,164324.75,2022-07-21 13:15:00,2022-07-21 14:45:00,2022,NSE-BANKNIFTY,36416.05,35780.31,46.75,1,0.0629,30,75000.0,40.0,,,,254.3,381.44,508.59,,neutral,True,0.031,,,,,,,,
20,2022-07-26,PRE-IS,OPT_ORB,NSE-BANKNIFTY-2022-07-28-36400-PE,36400.0,SHORT,36396.35,11245.0,36344.85,9957.5,-1327.5,SQUARE OFF,2,164324.75,162997.25,2022-07-26 10:00:00,2022-07-26 12:00:00,2022,NSE-BANKNIFTY,36598.25,36169.21,-25.75,0,0.4138,1,6747.0,-124.15,,,,,,504.75,,neutral,True,,36400.0,PE,2022-07-28,2.0,224.9,199.15,6747.0,0.1
21,2022-08-02,PRE-IS,OPT_ORB,NSE-BANKNIFTY-2022-08-04-37700-PE,37700.0,SHORT,37680.0,13307.5,37468.8,8027.5,-5320.0,SQUARE OFF,2,162997.25,157677.25,2022-08-02 10:00:00,2022-08-02 12:00:00,2022,NSE-BANKNIFTY,37882.79,37451.86,-105.6,0,0.6107,1,7984.499999999999,-183.2,,,,,,506.97,,neutral,True,,37700.0,PE,2022-08-04,2.0,266.15,160.55,7984.499999999999,0.1
22,2022-08-03,PRE-IS,VWAP_REV,NSE-BANKNIFTY-25Aug22-FUT,FUT,LONG,37925.0,948125.0,37937.4,948435.0,270.0,SQUARE OFF,1,157677.25,157947.25,2022-08-03 12:45:00,2022-08-03 14:45:00,2022,NSE-BANKNIFTY,37670.11,38307.34,12.4,1,0.2063,30,75000.0,5.0,,,,254.89,382.34,509.78,,neutral,True,0.103,,,,,,,,
23,2022-08-05,PRE-IS,OPT_ORB,NSE-BANKNIFTY-2022-08-11-38100-CE,38100.0,LONG,38074.5,8090.0,38112.3,8562.5,432.5,SQUARE OFF,1,157947.25,158379.75,2022-08-05 10:15:00,2022-08-05 12:00:00,2022,NSE-BANKNIFTY,37856.6,38319.64,18.9,1,0.4157,1,9708.0,124.7,,,,,,544.75,,neutral,True,,38100.0,CE,2022-08-11,6.0,323.6,342.5,9708.0,0.1
24,2022-08-30,PRE-IS,OPT_ORB,NSE-BANKNIFTY-2022-09-01-39000-CE,39000.0,LONG,38997.35,11655.0,39135.45,18560.0,6865.0,SQUARE OFF,4,158379.75,165244.75,2022-08-30 10:30:00,2022-08-30 12:00:00,2022,NSE-BANKNIFTY,38794.23,39225.86,69.05,1,0.4037,1,3496.5,121.1,,,,,,507.8,,neutral,True,,39000.0,CE,2022-09-01,2.0,116.55,185.6,3496.5,0.1
25,2022-09-09,PRE-IS,OPT_ORB,NSE-BANKNIFTY-2022-09-15-40700-CE,40700.0,LONG,40700.0,8573.75,40682.9,8360.0,-253.75,SQUARE OFF,1,165244.75,164991.0,2022-09-09 10:15:00,2022-09-09 12:00:00,2022,NSE-BANKNIFTY,40442.06,40990.18,-8.55,0,0.7705,1,10288.5,231.15,,,,,,644.85,,neutral,True,,40700.0,CE,2022-09-15,6.0,342.95,334.4,10288.5,0.1
26,2022-09-19,PRE-IS,VWAP_REV,NSE-BANKNIFTY-29Sep22-FUT,FUT,SHORT,41036.75,1025918.75,40869.3,1021732.5,4146.25,SQUARE OFF,1,164991.0,169137.25,2022-09-19 12:45:00,2022-09-19 14:45:00,2022,NSE-BANKNIFTY,41341.21,40580.06,167.45,1,0.0022,30,75000.0,10.15,,,,304.46,456.69,608.92,,neutral,True,0.001,,,,,,,,
27,2022-09-20,PRE-IS,OPT_ORB,NSE-BANKNIFTY-2022-09-22-41600-CE,41600.0,LONG,41589.0,13455.0,41595.9,13627.5,132.5,SQUARE OFF,2,169137.25,169269.75,2022-09-20 10:00:00,2022-09-20 12:00:00,2022,NSE-BANKNIFTY,41338.43,41870.89,3.45,1,1.0,1,8073.000000000001,378.8,,,,,,626.42,,neutral,True,,41600.0,CE,2022-09-22,2.0,269.1,272.55,8073.000000000001,0.1
28,2022-09-23,PRE-IS,OPT_ORB,NSE-BANKNIFTY-2022-09-29-39800-PE,39800.0,SHORT,39801.85,10222.5,39907.05,11537.5,1275.0,SQUARE OFF,1,169269.75,170544.75,2022-09-23 10:00:00,2022-09-23 12:00:00,2022,NSE-BANKNIFTY,40035.96,39538.47,52.6,1,0.67,1,12267.0,-201.0,,,,,,585.28,,neutral,True,,39800.0,PE,2022-09-29,6.0,408.9,461.5,12267.0,0.1
29,2022-10-11,PRE-IS,ORB,NSE-BANKNIFTY-27Oct22-FUT,FUT,SHORT,38908.8,1945440.0,38758.15,1937907.5,7492.5,SQUARE OFF,2,170544.75,178037.25,2022-10-11 14:45:00,2022-10-11 15:30:00,2022,NSE-BANKNIFTY,39209.76,38570.22,150.65,1,0.2536,30,75000.0,57.45,0.146,0.076,253.95,300.96,338.58,752.4,0.0,neutral,True,,,,,,,,,
30,2022-10-12,PRE-IS,ORB,NSE-BANKNIFTY-27Oct22-FUT,FUT,LONG,38986.9,1949345.0,39270.05,1963502.5,14117.5,SQUARE OFF,2,178037.25,192154.75,2022-10-12 10:15:00,2022-10-12 15:30:00,2022,NSE-BANKNIFTY,38683.96,39327.71,283.15,1,0.0304,30,75000.0,66.9,0.173,0.088,263.05,302.94,340.81,757.35,0.0,neutral,True,,,,,,,,,
31,2022-10-21,PRE-IS,OPT_ORB,NSE-BANKNIFTY-2022-10-27-40700-CE,40700.0,LONG,40717.65,8628.75,40828.35,10012.5,1343.75,SQUARE OFF,1,192154.75,193498.5,2022-10-21 10:00:00,2022-10-21 12:00:00,2022,NSE-BANKNIFTY,40475.78,40989.75,55.35,1,0.9093,1,10354.5,272.8,,,,,,604.66,,neutral,True,,40700.0,CE,2022-10-27,6.0,345.15,400.5,10354.5,0.1
32,2022-11-01,PRE-IS,OPT_ORB,NSE-BANKNIFTY-2022-11-03-41800-CE,41800.0,LONG,41790.0,11370.0,41733.8,9965.0,-1445.0,SQUARE OFF,2,193498.5,192053.5,2022-11-01 10:00:00,2022-11-01 12:00:00,2022,NSE-BANKNIFTY,41586.67,42018.74,-28.1,0,0.6367,1,6822.0,191.0,,,,,,508.32,,neutral,True,,41800.0,CE,2022-11-03,2.0,227.4,199.3,6822.0,0.1
33,2022-11-15,PRE-IS,ORB,NSE-BANKNIFTY-24Nov22-FUT,FUT,LONG,42409.3,2120465.0,42561.05,2128052.5,7547.5,SQUARE OFF,2,192053.5,199601.0,2022-11-15 14:15:00,2022-11-15 15:30:00,2022,NSE-BANKNIFTY,42241.72,42597.82,151.75,1,0.3525,30,75000.0,95.75,0.227,0.229,113.9,167.58,188.52,418.94,0.0,neutral,True,,,,,,,,,
34,2022-11-22,PRE-IS,ORB,NSE-BANKNIFTY-24Nov22-FUT,FUT,LONG,42485.65,2124282.5,42511.25,2125562.5,1240.0,SQUARE OFF,2,199601.0,200841.0,2022-11-22 15:00:00,2022-11-22 15:30:00,2022,NSE-BANKNIFTY,42346.27,42642.45,25.6,1,0.2454,30,75000.0,74.4,0.176,0.214,80.0,139.38,156.8,348.45,0.0,neutral,True,,,,,,,,,
35,2022-12-02,PRE-IS,OPT_ORB,NSE-BANKNIFTY-2022-12-08-43200-PE,43200.0,SHORT,43200.65,16087.5,43318.05,19022.5,2895.0,SQUARE OFF,2,200841.0,203736.0,2022-12-02 11:45:00,2022-12-02 12:00:00,2022,NSE-BANKNIFTY,43321.3,43064.91,58.7,1,0.7167,1,9652.5,-215.0,,,,,,301.64,,neutral,True,,43200.0,PE,2022-12-08,6.0,321.75,380.45,9652.5,0.1
36,2022-12-07,PRE-IS,OPT_ORB,NSE-BANKNIFTY-2022-12-08-43200-PE,43200.0,SHORT,43250.0,12948.75,43373.1,17565.0,4576.25,SQUARE OFF,3,203736.0,208312.25,2022-12-07 10:45:00,2022-12-07 12:00:00,2022,NSE-BANKNIFTY,43370.09,43114.89,61.55,1,0.3613,1,5179.5,-108.4,,,,,,300.24,,neutral,True,,43200.0,PE,2022-12-08,1.0,172.65,234.2,5179.5,0.1
37,2022-12-13,PRE-IS,ORB,NSE-BANKNIFTY-29Dec22-FUT,FUT,LONG,44043.35,2202167.5,44087.0,2204350.0,2142.5,SQUARE OFF,2,208312.25,210454.75,2022-12-13 10:15:00,2022-12-13 15:15:00,2022,NSE-BANKNIFTY,43898.26,44206.58,43.65,1,0.1264,30,75000.0,56.0,0.128,0.154,129.3,145.09,163.23,362.72,0.0,neutral,True,,,,,,,,,
38,2022-12-20,PRE-IS,OPT_ORB,NSE-BANKNIFTY-2022-12-22-43200-PE,43200.0,SHORT,43212.95,12450.0,43345.95,15775.0,3285.0,SQUARE OFF,2,210454.75,213739.75,2022-12-20 10:00:00,2022-12-20 12:00:00,2022,NSE-BANKNIFTY,43360.29,43047.19,66.5,1,0.5703,1,7470.0,-171.1,,,,,,368.36,,neutral,True,,43200.0,PE,2022-12-22,2.0,249.0,315.5,7470.0,0.1
39,2022-12-23,PRE-IS,OPT_ORB,NSE-BANKNIFTY-2022-12-29-42000-PE,42000.0,SHORT,42044.0,17197.5,42096.4,18507.5,1270.0,SQUARE OFF,2,213739.75,215009.75,2022-12-23 10:00:00,2022-12-23 12:00:00,2022,NSE-BANKNIFTY,42233.18,41831.18,26.2,1,1.0,1,10318.5,-322.85,,,,,,472.94,,neutral,True,,42000.0,PE,2022-12-29,6.0,343.95,370.15,10318.5,0.1
