date,entry_time,exit_time,year,instrument,strategy,direction,entry,exit_price,stop,target,pnl_pts,pnl_rs,win,exit_reason,bias_score,lots_used,capital_used,gap_pts,gap_pct,gap_vs_atr,orb_size,stop_pts,target_pts,atr14,be_triggered,regime,macro_ok,vwap_dev_pct,margin_per_lot,capital_at_entry,lots_at_entry,equity_after
2023-02-22,2023-02-22 10:00:00,2023-02-22 11:45:00,2023,NSE-BANKNIFTY,ORB,SHORT,40382.5,40144.93,40593.68,40144.93,237.57,11838.5,1,TARGET HIT,0.0552,15,75000,192.9,0.474,0.365,193.3,211.18,237.57,527.94,0.0,neutral,True,,75000,170156.0,2,181994.5
2023-04-05,2023-04-05 13:00:00,2023-04-05 15:30:00,2023,NSE-BANKNIFTY,ORB,LONG,41219.3,41141.0,41036.7,41424.72,-78.3,-3955.0,0,SQUARE OFF,0.582,15,75000,95.25,0.232,0.209,172.6,182.6,205.42,456.49,0.0,neutral,True,,75000,181994.5,2,178039.5
2023-04-11,2023-04-11 10:00:00,2023-04-11 15:15:00,2023,NSE-BANKNIFTY,ORB,LONG,41404.3,41500.0,41227.86,41602.79,95.7,4745.0,1,SQUARE OFF,0.4103,15,75000,353.0,0.862,0.8,275.0,176.44,198.49,441.09,0.0,neutral,True,,75000,178039.5,2,182784.5
2023-04-13,2023-04-13 13:45:00,2023-04-13 14:45:00,2023,NSE-BANKNIFTY,ORB,LONG,41881.15,42076.96,41707.1,42076.96,195.81,9750.5,1,TARGET HIT,0.1019,15,75000,76.15,0.183,0.175,287.85,174.05,195.81,435.13,0.0,neutral,True,,75000,182784.5,2,192535.0
2023-04-18,2023-04-18 11:15:00,2023-04-18 13:30:00,2023,NSE-BANKNIFTY,ORB,LONG,42495.45,42304.45,42304.45,42710.33,-191.0,-9590.0,0,STOP LOSS,0.0785,15,75000,146.0,0.345,0.306,154.2,191.0,214.88,477.5,0.0,neutral,True,,75000,192535.0,2,182945.0
2023-04-24,2023-04-24 12:45:00,2023-04-24 15:15:00,2023,NSE-BANKNIFTY,ORB,LONG,42523.85,42666.0,42353.86,42715.09,142.15,7067.5,1,SQUARE OFF,0.4828,15,75000,229.95,0.546,0.541,182.3,169.99,191.24,424.99,0.0,neutral,True,,75000,182945.0,2,190012.5
2023-05-08,2023-05-08 10:15:00,2023-05-08 15:30:00,2023,NSE-BANKNIFTY,ORB,LONG,43284.5,43330.0,43119.9,43469.67,45.5,2235.0,1,SQUARE OFF,0.5695,15,75000,69.95,0.164,0.17,464.15,164.6,185.17,411.49,0.0,neutral,True,,75000,190012.5,2,192247.5
2023-05-09,2023-05-09 12:30:00,2023-05-09 13:45:00,2023,NSE-BANKNIFTY,ORB,LONG,43495.0,43332.74,43332.74,43677.54,-162.26,-8153.0,0,STOP LOSS,0.0575,15,75000,75.0,0.173,0.185,197.2,162.26,182.54,405.65,0.0,neutral,True,,75000,192247.5,2,184094.5
2023-05-10,2023-05-10 10:30:00,2023-05-10 14:45:00,2023,NSE-BANKNIFTY,VWAP_REV,LONG,43061.4,43225.05,42858.39,43365.91,163.65,8142.5,1,SQUARE OFF,0.0175,15,75000,11.0,,,,203.01,304.51,406.02,,neutral,True,0.009,75000,184094.5,2,192237.0
2023-05-11,2023-05-11 10:30:00,2023-05-11 15:30:00,2023,NSE-BANKNIFTY,ORB,LONG,43588.25,43490.0,43420.42,43777.06,-98.25,-4952.5,0,SQUARE OFF,0.3126,15,75000,174.95,0.404,0.417,188.9,167.83,188.81,419.58,0.0,neutral,True,,75000,192237.0,2,187284.5
2023-05-23,2023-05-23 10:00:00,2023-05-23 15:15:00,2023,NSE-BANKNIFTY,ORB,LONG,44013.25,43945.0,43829.12,44220.4,-68.25,-3452.5,0,SQUARE OFF,0.0742,15,75000,70.85,0.161,0.154,101.0,184.13,207.15,460.33,0.0,neutral,True,,75000,187284.5,2,183832.0
2023-05-24,2023-05-24 14:30:00,2023-05-24 15:15:00,2023,NSE-BANKNIFTY,ORB,SHORT,43750.1,43713.0,43932.72,43544.66,37.1,1815.0,1,SQUARE OFF,0.0595,15,75000,119.6,0.272,0.262,113.75,182.62,205.44,456.54,0.0,neutral,True,,75000,183832.0,2,185647.0
2023-05-29,2023-05-29 11:00:00,2023-05-29 14:15:00,2023,NSE-BANKNIFTY,ORB,LONG,44484.0,44329.07,44329.07,44658.3,-154.93,-7786.5,0,STOP LOSS,0.1351,15,75000,155.0,0.352,0.4,268.3,154.93,174.3,387.32,0.0,neutral,True,,75000,185647.0,2,177860.5
2023-05-31,2023-05-31 11:45:00,2023-05-31 15:00:00,2023,NSE-BANKNIFTY,ORB,SHORT,44070.0,44215.03,44215.03,43906.84,-145.03,-7291.5,0,STOP LOSS,0.8504,15,75000,118.7,0.267,0.327,262.5,145.03,163.16,362.57,0.0,neutral,True,,75000,177860.5,2,170569.0
2023-06-02,2023-06-02 13:00:00,2023-06-02 14:15:00,2023,NSE-BANKNIFTY,ORB,LONG,44225.0,44078.77,44078.77,44389.51,-146.23,-7351.5,0,STOP LOSS,0.4368,15,75000,130.6,0.297,0.357,123.8,146.23,164.51,365.57,0.0,neutral,True,,75000,170569.0,2,163217.5
2023-06-05,2023-06-05 10:45:00,2023-06-05 15:30:00,2023,NSE-BANKNIFTY,ORB,LONG,44363.55,44282.0,44220.85,44524.09,-81.55,-2078.75,0,SQUARE OFF,0.1266,15,75000,167.05,0.379,0.468,147.3,142.7,160.54,356.75,0.0,neutral,True,,75000,163217.5,1,161138.75
2023-06-16,2023-06-16 10:00:00,2023-06-16 14:30:00,2023,NSE-BANKNIFTY,ORB,LONG,43819.7,43958.37,43696.44,43958.37,138.67,3426.75,1,TARGET HIT,0.3754,15,75000,86.05,0.197,0.279,185.0,123.26,138.67,308.15,0.0,neutral,True,,75000,161138.75,1,164565.5
2023-06-20,2023-06-20 10:15:00,2023-06-20 12:45:00,2023,NSE-BANKNIFTY,ORB,SHORT,43457.0,43597.19,43597.19,43299.28,-140.19,-3544.75,0,STOP LOSS,0.8113,15,75000,51.0,0.116,0.146,215.45,140.19,157.72,350.48,0.0,neutral,True,,75000,164565.5,1,161020.75
2023-06-21,2023-06-21 12:30:00,2023-06-21 14:45:00,2023,NSE-BANKNIFTY,VWAP_REV,LONG,43908.1,43948.4,43731.93,44172.36,40.3,967.5,1,SQUARE OFF,0.068,15,75000,20.55,,,,176.17,264.26,352.35,,neutral,True,0.034,75000,161020.75,1,161988.25
2023-06-22,2023-06-22 13:30:00,2023-06-22 14:15:00,2023,NSE-BANKNIFTY,VWAP_REV,LONG,44046.05,43876.21,43876.21,44300.81,-169.84,-4286.0,0,STOP LOSS,0.5334,15,75000,1.0,,,,169.84,254.76,339.68,,neutral,True,0.267,75000,161988.25,1,157702.25
2023-06-27,2023-06-27 11:45:00,2023-06-27 14:15:00,2023,NSE-BANKNIFTY,ORB,LONG,43796.95,43962.1,43650.15,43962.1,165.15,4088.75,1,TARGET HIT,0.109,15,75000,73.4,0.168,0.2,68.9,146.8,165.15,367.0,0.0,neutral,True,,75000,157702.25,1,161791.0
2023-06-28,2023-06-28 11:15:00,2023-06-28 15:30:00,2023,NSE-BANKNIFTY,ORB,LONG,44499.95,44490.0,44343.75,44675.68,-9.95,-288.75,0,SQUARE OFF,0.1716,15,75000,290.05,0.657,0.743,219.5,156.2,175.73,390.51,0.0,neutral,True,,75000,161791.0,1,161502.25
2023-06-30,2023-06-30 12:00:00,2023-06-30 15:30:00,2023,NSE-BANKNIFTY,ORB,LONG,44789.0,44855.3,44637.12,44959.87,66.3,1617.5,1,SQUARE OFF,0.129,15,75000,135.5,0.305,0.357,223.2,151.88,170.87,379.7,0.0,neutral,True,,75000,161502.25,1,163119.75
2023-07-03,2023-07-03 10:00:00,2023-07-03 11:00:00,2023,NSE-BANKNIFTY,ORB,LONG,45400.0,45246.45,45246.45,45572.75,-153.55,-3878.75,0,STOP LOSS,0.6074,15,75000,133.7,0.298,0.348,423.8,153.55,172.75,383.89,0.0,neutral,True,,75000,163119.75,1,159241.0
2023-07-07,2023-07-07 10:30:00,2023-07-07 12:00:00,2023,NSE-BANKNIFTY,ORB,SHORT,45136.0,44945.94,45304.94,44945.94,190.06,4711.5,1,TARGET HIT,0.3551,15,75000,175.0,0.385,0.414,118.5,168.94,190.06,422.36,0.0,neutral,True,,75000,159241.0,1,163952.5
2023-07-11,2023-07-11 11:15:00,2023-07-11 14:00:00,2023,NSE-BANKNIFTY,ORB,LONG,45137.95,44978.13,44978.13,45317.74,-159.82,-4035.5,0,STOP LOSS,0.0755,15,75000,91.1,0.203,0.228,123.85,159.82,179.79,399.54,0.0,neutral,True,,75000,163952.5,1,159917.0
2023-07-13,2023-07-13 11:15:00,2023-07-13 13:45:00,2023,NSE-BANKNIFTY,ORB,LONG,45118.35,44960.12,44960.12,45296.36,-158.23,-3995.75,0,STOP LOSS,0.1639,15,75000,293.0,0.654,0.741,225.9,158.23,178.01,395.58,0.0,neutral,True,,75000,159917.0,1,155921.25
2023-07-19,2023-07-19 10:15:00,2023-07-19 11:15:00,2023,NSE-BANKNIFTY,ORB,LONG,45665.0,45492.22,45492.22,45859.37,-172.78,-4359.5,0,STOP LOSS,0.0679,15,75000,189.0,0.416,0.438,115.75,172.78,194.37,431.94,0.0,neutral,True,,75000,155921.25,1,151561.75
2023-07-24,2023-07-24 11:45:00,2023-07-24 12:45:00,2023,NSE-BANKNIFTY,ORB,SHORT,45871.15,46043.2,46043.2,45677.6,-172.05,-4341.25,0,STOP LOSS,1.0,15,75000,71.3,0.154,0.166,158.9,172.05,193.55,430.12,0.0,neutral,True,,75000,151561.75,1,147220.5
2023-07-28,2023-07-28 12:45:00,2023-07-28 15:30:00,2023,NSE-BANKNIFTY,ORB,SHORT,45594.95,45675.0,45768.63,45399.56,-80.05,-2041.25,0,SQUARE OFF,0.048,15,75000,110.0,0.239,0.253,398.8,173.68,195.39,434.21,0.0,neutral,True,,75000,147220.5,1,145179.25
2023-08-02,2023-08-02 10:15:00,2023-08-02 11:00:00,2023,NSE-BANKNIFTY,ORB,SHORT,45397.45,45200.61,45572.42,45200.61,196.84,4881.0,1,TARGET HIT,0.1452,15,75000,246.15,0.538,0.563,158.5,174.97,196.84,437.41,0.0,neutral,True,,75000,145179.25,1,150060.25
2023-08-03,2023-08-03 10:00:00,2023-08-03 12:30:00,2023,NSE-BANKNIFTY,ORB,SHORT,44945.0,44738.78,45128.31,44738.78,206.22,5115.5,1,TARGET HIT,0.1091,15,75000,130.0,0.288,0.284,225.0,183.31,206.22,458.27,0.0,neutral,True,,75000,150060.25,1,155175.75
2023-08-07,2023-08-07 13:15:00,2023-08-07 15:15:00,2023,NSE-BANKNIFTY,ORB,LONG,45103.45,44948.0,44914.32,45316.22,-155.45,-3926.25,0,SQUARE OFF,0.0638,15,75000,78.95,0.176,0.167,178.45,189.13,212.77,472.82,0.0,neutral,True,,75000,155175.75,1,151249.5
2023-08-08,2023-08-08 11:00:00,2023-08-08 14:45:00,2023,NSE-BANKNIFTY,VWAP_REV,SHORT,45087.55,45058.15,45312.48,44750.15,29.4,695.0,1,SQUARE OFF,0.0656,15,75000,24.3,,,,224.93,337.4,449.87,,neutral,True,0.033,75000,151249.5,1,151944.5
2023-08-10,2023-08-10 10:15:00,2023-08-10 15:30:00,2023,NSE-BANKNIFTY,ORB,SHORT,44794.45,44751.1,44971.22,44595.58,43.35,1043.75,1,SQUARE OFF,0.4944,15,75000,73.75,0.164,0.167,131.5,176.77,198.87,441.94,0.0,neutral,True,,75000,151944.5,1,152988.25
2023-08-24,2023-08-24 10:00:00,2023-08-24 10:45:00,2023,NSE-BANKNIFTY,ORB,LONG,44959.0,44802.5,44802.5,45135.06,-156.5,-3952.5,0,STOP LOSS,0.4081,15,75000,155.3,0.349,0.397,231.95,156.5,176.06,391.24,0.0,neutral,True,,75000,152988.25,1,149035.75
2023-08-25,2023-08-25 10:15:00,2023-08-25 11:15:00,2023,NSE-BANKNIFTY,ORB,SHORT,44092.45,44242.88,44242.88,43923.22,-150.43,-3800.75,0,STOP LOSS,0.823,15,75000,175.0,0.393,0.465,214.4,150.43,169.23,376.06,0.0,neutral,True,,75000,149035.75,1,145235.0
2023-08-28,2023-08-28 11:15:00,2023-08-28 14:00:00,2023,NSE-BANKNIFTY,ORB,LONG,44430.85,44593.81,44285.99,44593.81,162.96,4034.0,1,TARGET HIT,0.5909,15,75000,129.0,0.292,0.356,149.45,144.86,162.96,362.14,0.0,neutral,True,,75000,145235.0,1,149269.0
2023-09-01,2023-09-01 10:00:00,2023-09-01 11:00:00,2023,NSE-BANKNIFTY,ORB,SHORT,44115.5,44269.24,44269.24,43942.55,-153.74,-3883.5,0,STOP LOSS,0.5351,15,75000,90.85,0.205,0.236,124.75,153.74,172.95,384.34,0.0,neutral,True,,75000,149269.0,1,145385.5
2023-09-08,2023-09-08 11:30:00,2023-09-08 14:15:00,2023,NSE-BANKNIFTY,ORB,LONG,45306.95,45506.48,45129.59,45506.48,199.53,4948.25,1,TARGET HIT,0.895,15,75000,97.8,0.217,0.221,159.4,177.36,199.53,443.39,0.0,neutral,True,,75000,145385.5,1,150333.75
2023-09-11,2023-09-11 10:00:00,2023-09-11 15:30:00,2023,NSE-BANKNIFTY,ORB,LONG,45564.05,45752.2,45378.96,45772.28,188.15,4663.75,1,SQUARE OFF,0.3177,15,75000,132.7,0.293,0.287,119.95,185.09,208.23,462.73,0.0,neutral,True,,75000,150333.75,1,154997.5
2023-09-18,2023-09-18 15:00:00,2023-09-18 15:30:00,2023,NSE-BANKNIFTY,ORB,SHORT,46018.3,46026.1,46205.82,45807.34,-7.8,-235.0,0,SQUARE OFF,0.7786,15,75000,60.05,0.13,0.128,123.2,187.52,210.96,468.81,0.0,neutral,True,,75000,154997.5,1,154762.5
2023-09-20,2023-09-20 11:00:00,2023-09-20 15:15:00,2023,NSE-BANKNIFTY,ORB,SHORT,45542.85,45585.0,45732.54,45329.45,-42.15,-1093.75,0,SQUARE OFF,0.7672,15,75000,320.7,0.697,0.676,187.9,189.69,213.4,474.22,0.0,neutral,True,,75000,154762.5,1,153668.75
2023-09-21,2023-09-21 10:00:00,2023-09-21 12:00:00,2023,NSE-BANKNIFTY,ORB,SHORT,45178.7,44973.8,45360.84,44973.8,204.9,5082.5,1,TARGET HIT,0.2657,15,75000,190.2,0.417,0.418,179.8,182.14,204.9,455.34,0.0,neutral,True,,75000,153668.75,1,158751.25
2023-09-22,2023-09-22 10:45:00,2023-09-22 13:15:00,2023,NSE-BANKNIFTY,ORB,LONG,45043.65,44853.97,44853.97,45257.04,-189.68,-4782.0,0,STOP LOSS,0.1381,15,75000,53.5,0.12,0.113,299.05,189.68,213.39,474.19,0.0,neutral,True,,75000,158751.25,1,153969.25
2023-09-25,2023-09-25 11:45:00,2023-09-25 14:45:00,2023,NSE-BANKNIFTY,VWAP_REV,LONG,44680.75,44884.75,44449.93,45026.98,204.0,5060.0,1,SQUARE OFF,0.3764,15,75000,37.9,,,,230.82,346.23,461.64,,neutral,True,0.188,75000,153969.25,1,159029.25
2023-09-26,2023-09-26 12:30:00,2023-09-26 15:30:00,2023,NSE-BANKNIFTY,ORB,SHORT,44616.95,44656.0,44795.81,44415.74,-39.05,-1016.25,0,SQUARE OFF,0.2113,15,75000,113.0,0.252,0.253,167.35,178.86,201.21,447.14,0.0,neutral,True,,75000,159029.25,1,158013.0
2023-09-27,2023-09-27 10:00:00,2023-09-27 11:00:00,2023,NSE-BANKNIFTY,ORB,SHORT,44202.05,44381.66,44381.66,43999.99,-179.61,-4530.25,0,STOP LOSS,1.0,15,75000,106.1,0.238,0.236,116.6,179.61,202.06,449.02,0.0,neutral,True,,75000,158013.0,1,153482.75
2023-09-29,2023-09-29 10:00:00,2023-09-29 15:15:00,2023,NSE-BANKNIFTY,ORB,LONG,44843.0,44847.85,44659.01,45049.99,4.85,81.25,1,SQUARE OFF,0.4565,15,75000,182.05,0.408,0.396,159.7,183.99,206.99,459.98,0.0,neutral,True,,75000,153482.75,1,153564.0
2023-10-04,2023-10-04 10:00:00,2023-10-04 15:15:00,2023,NSE-BANKNIFTY,ORB,SHORT,44118.95,44255.15,44293.05,43923.08,-136.2,-3445.0,0,SQUARE OFF,0.3596,15,75000,228.8,0.513,0.526,224.1,174.1,195.87,435.26,0.0,neutral,True,,75000,153564.0,1,150119.0
2023-10-05,2023-10-05 11:15:00,2023-10-05 15:00:00,2023,NSE-BANKNIFTY,ORB,LONG,44537.3,44368.25,44368.25,44727.48,-169.05,-4266.25,0,STOP LOSS,0.1049,15,75000,94.85,0.214,0.224,244.0,169.05,190.18,422.63,0.0,neutral,True,,75000,150119.0,1,145852.75
2023-10-06,2023-10-06 10:30:00,2023-10-06 11:15:00,2023,NSE-BANKNIFTY,ORB,LONG,44583.4,44423.36,44423.36,44763.45,-160.04,-4041.0,0,STOP LOSS,0.4449,15,75000,100.5,0.226,0.251,112.95,160.04,180.05,400.11,0.0,neutral,True,,75000,145852.75,1,141811.75
2023-10-10,2023-10-10 12:00:00,2023-10-10 13:15:00,2023,NSE-BANKNIFTY,ORB,LONG,44391.4,44572.1,44230.78,44572.1,180.7,4477.5,1,TARGET HIT,0.9638,15,75000,237.9,0.541,0.592,195.3,160.62,180.7,401.55,0.0,neutral,True,,75000,141811.75,1,146289.25
2023-10-27,2023-10-27 11:00:00,2023-10-27 15:30:00,2023,NSE-BANKNIFTY,ORB,LONG,42969.75,43100.0,42800.63,43160.01,130.25,3216.25,1,SQUARE OFF,0.1951,15,75000,138.95,0.326,0.329,214.8,169.12,190.26,422.79,0.0,neutral,True,,75000,146289.25,1,149505.5
2023-11-06,2023-11-06 14:00:00,2023-11-06 15:30:00,2023,NSE-BANKNIFTY,ORB,LONG,43788.55,43855.55,43599.78,44000.91,67.0,1635.0,1,SQUARE OFF,0.0728,15,75000,92.05,0.212,0.195,179.4,188.77,212.36,471.92,0.0,neutral,True,,75000,149505.5,1,151140.5
2023-11-07,2023-11-07 13:30:00,2023-11-07 14:45:00,2023,NSE-BANKNIFTY,VWAP_REV,LONG,43664.45,43892.45,43429.77,44016.47,228.0,5660.0,1,SQUARE OFF,0.0818,15,75000,0.25,,,,234.68,352.02,469.36,,neutral,True,0.041,75000,151140.5,1,156800.5
2023-11-17,2023-11-17 10:00:00,2023-11-17 15:15:00,2023,NSE-BANKNIFTY,ORB,SHORT,43800.0,43688.25,43954.46,43626.24,111.75,2753.75,1,SQUARE OFF,0.2214,15,75000,378.2,0.854,0.979,240.55,154.46,173.76,386.14,0.0,neutral,True,,75000,156800.5,1,159554.25
2023-11-20,2023-11-20 11:00:00,2023-11-20 14:45:00,2023,NSE-BANKNIFTY,VWAP_REV,SHORT,43670.1,43795.85,43864.83,43378.0,-125.75,-1926.25,0,SQUARE OFF,0.327,15,75000,36.35,,,,194.73,292.1,389.46,,neutral,True,0.163,75000,159554.25,1,157628.0
2023-11-24,2023-11-24 13:00:00,2023-11-24 14:15:00,2023,NSE-BANKNIFTY,VWAP_REV,SHORT,43644.4,43806.96,43806.96,43400.56,-162.56,-2478.4,0,STOP LOSS,0.3552,15,75000,15.85,,,,162.56,243.84,325.12,,neutral,True,0.178,75000,157628.0,1,155149.6
2023-11-28,2023-11-28 10:30:00,2023-11-28 12:45:00,2023,NSE-BANKNIFTY,ORB,LONG,43880.0,44029.04,43747.52,44029.04,149.04,2195.6,1,TARGET HIT,0.1062,15,75000,72.95,0.167,0.22,78.35,132.48,149.04,331.19,0.0,neutral,True,,75000,155149.6,1,157345.2
2023-11-29,2023-11-29 10:00:00,2023-11-29 11:30:00,2023,NSE-BANKNIFTY,ORB,LONG,44165.05,44313.7,44032.91,44313.7,148.65,2189.75,1,TARGET HIT,0.2371,15,75000,94.05,0.214,0.285,119.45,132.14,148.65,330.34,0.0,neutral,True,,75000,157345.2,1,159534.95
2023-12-05,2023-12-05 10:00:00,2023-12-05 10:15:00,2023,NSE-BANKNIFTY,ORB,LONG,47230.55,47421.51,47060.8,47421.51,190.96,2824.4,1,TARGET HIT,1.0,15,75000,153.25,0.328,0.361,295.85,169.75,190.96,424.36,0.0,neutral,True,,75000,159534.95,1,162359.35
2023-12-08,2023-12-08 12:15:00,2023-12-08 14:45:00,2023,NSE-BANKNIFTY,VWAP_REV,SHORT,47172.6,47347.7,47420.36,46800.96,-175.1,-2666.5,0,SQUARE OFF,0.0298,15,75000,36.95,,,,247.76,371.64,495.52,,neutral,True,0.015,75000,162359.35,1,159692.85
2023-12-14,2023-12-14 10:00:00,2023-12-14 15:15:00,2023,NSE-BANKNIFTY,ORB,LONG,48103.45,48070.0,47896.14,48336.67,-33.45,-541.75,0,SQUARE OFF,1.0,15,75000,262.2,0.553,0.506,289.7,207.31,233.22,518.26,0.0,neutral,True,,75000,159692.85,1,159151.1
2023-12-18,2023-12-18 14:30:00,2023-12-18 15:30:00,2023,NSE-BANKNIFTY,ORB,SHORT,47955.6,47914.65,48182.6,47700.22,40.95,574.25,1,SQUARE OFF,0.0846,15,75000,215.0,0.446,0.379,236.35,227.0,255.37,567.5,0.0,neutral,True,,75000,159151.1,1,159725.35
2023-12-22,2023-12-22 12:15:00,2023-12-22 13:45:00,2023,NSE-BANKNIFTY,VWAP_REV,SHORT,48006.25,47537.58,48318.7,47537.58,468.67,6990.05,1,TARGET HIT,0.1891,15,75000,2.9,,,,312.45,468.67,624.9,,neutral,True,0.095,75000,159725.35,1,166715.4
2023-12-27,2023-12-27 12:15:00,2023-12-27 14:45:00,2023,NSE-BANKNIFTY,VWAP_REV,SHORT,48089.15,48221.95,48382.42,47649.24,-132.8,-4024.0,0,SQUARE OFF,0.0087,15,75000,17.5,,,,293.27,439.91,586.55,,neutral,True,0.004,75000,166715.4,2,162691.4
2024-02-01,2024-02-01 11:30:00,2024-02-01 12:45:00,2024,NSE-BANKNIFTY,VWAP_REV,SHORT,46152.9,46466.81,46466.81,45682.03,-313.91,-4748.65,0,STOP LOSS,0.094,15,75000,45.55,,,,313.91,470.87,627.83,,neutral,True,0.047,75000,162691.4,1,157942.75
2024-02-02,2024-02-02 11:30:00,2024-02-02 12:30:00,2024,NSE-BANKNIFTY,ORB,LONG,47069.0,46816.12,46816.12,47353.49,-252.88,-3833.2,0,STOP LOSS,0.7382,15,75000,260.0,0.56,0.411,233.0,252.88,284.49,632.19,0.0,neutral,True,,75000,157942.75,1,154109.55
2024-02-06,2024-02-06 12:15:00,2024-02-06 14:45:00,2024,NSE-BANKNIFTY,VWAP_REV,SHORT,45927.7,45927.65,46268.91,45415.88,0.05,-39.25,0,SQUARE OFF,0.0959,15,75000,1.2,,,,341.21,511.82,682.43,,neutral,True,0.048,75000,154109.55,1,154070.3
2024-02-13,2024-02-13 10:00:00,2024-02-13 12:00:00,2024,NSE-BANKNIFTY,ORB,LONG,45594.7,45262.76,45262.76,45968.14,-331.94,-5019.1,0,STOP LOSS,0.9628,15,75000,125.35,0.278,0.151,343.7,331.94,373.44,829.86,0.0,neutral,True,,75000,154070.3,1,149051.19999999998
2024-02-23,2024-02-23 10:00:00,2024-02-23 10:30:00,2024,NSE-BANKNIFTY,ORB,LONG,47314.85,47007.36,47007.36,47660.78,-307.49,-4652.35,0,STOP LOSS,0.3116,15,75000,120.0,0.255,0.156,250.95,307.49,345.93,768.72,0.0,neutral,True,,75000,149051.19999999998,1,144398.84999999998
2024-02-27,2024-02-27 11:15:00,2024-02-27 14:45:00,2024,NSE-BANKNIFTY,VWAP_REV,LONG,46514.85,46574.0,46125.62,47098.69,59.15,847.25,1,SQUARE OFF,0.1378,15,75000,30.0,,,,389.22,583.84,778.45,,neutral,True,0.069,75000,144398.84999999998,1,145246.09999999998
2024-05-08,2024-05-08 11:45:00,2024-05-08 14:45:00,2024,NSE-BANKNIFTY,VWAP_REV,LONG,48246.1,48193.25,47945.16,48697.51,-52.85,-832.75,0,SQUARE OFF,0.2113,15,75000,32.0,,,,300.94,451.41,601.89,,neutral,True,0.106,75000,145246.09999999998,1,144413.34999999998
2024-05-10,2024-05-10 10:45:00,2024-05-10 14:45:00,2024,NSE-BANKNIFTY,VWAP_REV,SHORT,47850.0,47578.75,48152.95,47395.58,271.25,4028.75,1,SQUARE OFF,0.1465,15,75000,38.0,,,,302.95,454.42,605.9,,neutral,True,0.073,75000,144413.34999999998,1,148442.09999999998
2024-05-13,2024-05-13 11:00:00,2024-05-13 13:45:00,2024,NSE-BANKNIFTY,VWAP_REV,LONG,47382.5,47828.85,47084.93,47828.85,446.35,6655.25,1,TARGET HIT,0.0484,15,75000,12.4,,,,297.57,446.35,595.14,,neutral,True,0.024,75000,148442.09999999998,1,155097.34999999998
2024-05-17,2024-05-17 12:00:00,2024-05-17 14:45:00,2024,NSE-BANKNIFTY,VWAP_REV,SHORT,48133.1,48183.5,48454.78,47650.58,-50.4,-796.0,0,SQUARE OFF,0.0618,15,75000,0.05,,,,321.68,482.52,643.36,,neutral,True,0.031,75000,155097.34999999998,1,154301.34999999998
2024-05-21,2024-05-21 10:00:00,2024-05-21 12:00:00,2024,NSE-BANKNIFTY,ORB,SHORT,48105.0,48337.36,48337.36,47843.6,-232.36,-3525.4,0,STOP LOSS,0.1822,15,75000,106.8,0.221,0.184,193.25,232.36,261.4,580.89,0.0,neutral,True,,75000,154301.34999999998,1,150775.94999999998
2024-05-24,2024-05-24 10:45:00,2024-05-24 14:45:00,2024,NSE-BANKNIFTY,VWAP_REV,LONG,48882.1,49051.45,48587.09,49324.61,169.35,2500.25,1,SQUARE OFF,0.1795,15,75000,21.35,,,,295.01,442.51,590.02,,neutral,True,0.09,75000,150775.94999999998,1,153276.19999999998
2024-05-27,2024-05-27 10:15:00,2024-05-27 11:45:00,2024,NSE-BANKNIFTY,ORB,LONG,49350.0,49611.61,49117.45,49611.61,261.61,3884.15,1,TARGET HIT,0.1178,15,75000,79.1,0.161,0.136,256.4,232.55,261.61,581.36,0.0,neutral,True,,75000,153276.19999999998,1,157160.34999999998
2024-07-19,2024-07-19 10:00:00,2024-07-19 11:00:00,2024,NSE-BANKNIFTY,ORB,SHORT,52387.85,52153.0,52596.61,52153.0,234.85,3482.75,1,TARGET HIT,0.1843,15,75000,120.3,0.228,0.231,223.3,208.76,234.85,521.89,0.0,neutral,True,,75000,157160.34999999998,1,160643.09999999998
2024-07-24,2024-07-24 10:15:00,2024-07-24 11:15:00,2024,NSE-BANKNIFTY,ORB,SHORT,51484.0,51242.79,51698.41,51242.79,241.21,3578.15,1,TARGET HIT,0.3551,15,75000,153.85,0.297,0.287,433.75,214.41,241.21,536.02,0.0,neutral,True,,75000,160643.09999999998,1,164221.24999999997
2024-07-29,2024-07-29 10:45:00,2024-07-29 12:00:00,2024,NSE-BANKNIFTY,ORB,LONG,52163.2,51933.98,51933.98,52421.07,-229.22,-3478.3,0,STOP LOSS,1.0,15,75000,239.5,0.467,0.418,552.9,229.22,257.87,573.04,0.0,neutral,True,,75000,164221.24999999997,1,160742.94999999998
2024-07-31,2024-07-31 10:00:00,2024-07-31 15:30:00,2024,NSE-BANKNIFTY,ORB,LONG,51826.65,51887.0,51564.4,52121.69,60.35,865.25,1,SQUARE OFF,0.1002,15,75000,298.3,0.58,0.455,155.95,262.25,295.04,655.64,0.0,neutral,True,,75000,160742.94999999998,1,161608.19999999998
2024-08-08,2024-08-08 10:00:00,2024-08-08 11:15:00,2024,NSE-BANKNIFTY,ORB,SHORT,50082.3,50371.47,50371.47,49756.98,-289.17,-4377.55,0,STOP LOSS,0.4274,15,75000,160.0,0.317,0.221,137.35,289.17,325.32,722.94,0.0,neutral,True,,75000,161608.19999999998,1,157230.65
