trade_id,date,period,strategy,contract,strike,direction,entry,entry_value,exit_price,exit_value,pnl_rs,exit_reason,lots_at_entry,capital_at_entry,equity_after,entry_time,exit_time,year,instrument,stop,target,pnl_pts,win,bias_score,lots_used,capital_used,gap_pts,gap_pct,gap_vs_atr,orb_size,stop_pts,target_pts,atr14,be_triggered,regime,macro_ok,vwap_dev_pct,atm_strike,opt_type,expiry,dte,premium_entry,premium_exit,margin_per_lot,per_trade_risk_pct
11,2025-03-18,OOS,OPT_ORB,NSE-BANKNIFTY-2025-03-27-49000-CE,49000.0,LONG,49029.15,36211.5,49202.45,44010.0,7758.5,SQUARE OFF,3,436268.4700000001,444026.9700000001,2025-03-18 10:00:00,2025-03-18 12:00:00,2025,NSE-BANKNIFTY,48847.72,49233.26,86.65,1,1.0,1,12070.5,300.0,,,,,,453.57,,neutral,True,,49000.0,CE,2025-03-27,9.0,402.35,489.0,12070.5,0.1
12,2025-04-02,OOS,ORB,NSE-BANKNIFTY-24Apr25-FUT,FUT,LONG,51504.8,7725720.0,51645.0,7746750.0,20990.0,SQUARE OFF,5,444026.9700000001,465016.9700000001,2025-04-02 12:00:00,2025-04-02 15:30:00,2025,NSE-BANKNIFTY,51277.11,51760.95,140.2,1,0.0867,30,75000.0,72.55,0.142,0.127,333.95,227.69,256.15,569.21,0.0,neutral,True,,,,,,,,,
13,2025-04-09,OOS,OPT_ORB,NSE-BANKNIFTY-2025-04-24-50400-PE,50400.0,SHORT,50374.95,28461.0,50509.55,30480.0,1979.0,SQUARE OFF,1,465016.9700000001,466995.9700000001,2025-04-09 10:00:00,2025-04-09 12:00:00,2025,NSE-BANKNIFTY,50645.12,50071.01,67.3,1,0.4283,1,28461.0,-128.5,,,,,,675.43,,neutral,True,,50400.0,PE,2025-04-24,15.0,948.7,1016.0,28461.0,0.1
14,2025-04-16,OOS,ORB,NSE-BANKNIFTY-24Apr25-FUT,FUT,LONG,52771.0,7915650.0,53086.1,7962915.0,47225.0,TARGET HIT,5,466995.9700000001,514220.9700000001,2025-04-16 10:00:00,2025-04-16 14:00:00,2025,NSE-BANKNIFTY,52490.91,53086.1,315.1,1,0.0714,30,75000.0,63.0,0.12,0.09,321.8,280.09,315.1,700.23,0.0,neutral,True,,,,,,,,,
15,2025-04-22,OOS,ORB,NSE-BANKNIFTY-24Apr25-FUT,FUT,LONG,55633.8,10014084.0,55548.2,9998676.0,-15448.0,SQUARE OFF,6,514220.9700000001,498772.9700000001,2025-04-22 10:00:00,2025-04-22 15:30:00,2025,NSE-BANKNIFTY,55338.5,55966.02,-85.6,0,0.3784,30,75000.0,70.2,0.127,0.095,292.8,295.3,332.22,738.26,0.0,neutral,True,,,,,,,,,
16,2025-04-25,OOS,VWAP_REV,NSE-BANKNIFTY-29May25-FUT,FUT,LONG,54871.0,8230650.0,54869.0,8230350.0,-340.0,SQUARE OFF,5,498772.9700000001,498432.9700000001,2025-04-25 13:30:00,2025-04-25 14:45:00,2025,NSE-BANKNIFTY,54505.46,55419.32,-2.0,0,0.0608,30,75000.0,20.0,,,,365.54,548.32,731.09,,neutral,True,0.03,,,,,,,,
17,2025-05-15,OOS,VWAP_REV,NSE-BANKNIFTY-29May25-FUT,FUT,SHORT,54789.2,8218380.0,55177.01,8276551.5,-58211.5,STOP LOSS,5,498432.9700000001,440221.4700000001,2025-05-15 11:00:00,2025-05-15 13:15:00,2025,NSE-BANKNIFTY,55177.01,54207.49,-387.81,0,0.1563,30,75000.0,19.0,,,,387.81,581.71,775.61,,neutral,True,0.078,,,,,,,,
18,2025-05-21,OOS,VWAP_REV,NSE-BANKNIFTY-29May25-FUT,FUT,SHORT,55209.6,8281440.0,55117.0,8267550.0,13850.0,SQUARE OFF,5,440221.4700000001,454071.4700000001,2025-05-21 11:30:00,2025-05-21 14:45:00,2025,NSE-BANKNIFTY,55552.64,54695.04,92.6,1,0.1899,30,75000.0,24.6,,,,343.04,514.56,686.09,,neutral,True,0.095,,,,,,,,
19,2025-05-30,OOS,OPT_ORB,NSE-BANKNIFTY-2025-06-26-55800-PE,55800.0,SHORT,55760.0,28140.0,55767.0,28245.0,65.0,SQUARE OFF,1,454071.4700000001,454136.4700000001,2025-05-30 10:30:00,2025-05-30 12:00:00,2025,NSE-BANKNIFTY,56005.07,55484.3,3.5,1,0.6673,1,28140.0,-200.2,,,,,,612.67,,neutral,True,,55800.0,PE,2025-06-26,27.0,938.0,941.5,28140.0,0.1
20,2025-06-20,OOS,ORB,NSE-BANKNIFTY-26Jun25-FUT,FUT,LONG,56075.6,8411340.0,56284.13,8442619.5,31239.5,TARGET HIT,5,454136.4700000001,485375.9700000001,2025-06-20 10:15:00,2025-06-20 11:30:00,2025,NSE-BANKNIFTY,55890.24,56284.13,208.53,1,1.0,30,75000.0,58.2,0.105,0.126,214.0,185.36,208.53,463.4,0.0,neutral,True,,,,,,,,,
21,2025-06-24,OOS,OPT_ORB,NSE-BANKNIFTY-2025-06-26-56800-CE,56800.0,LONG,56795.4,42840.0,56947.3,56511.0,13631.0,SQUARE OFF,6,485375.9700000001,499006.9700000001,2025-06-24 11:15:00,2025-06-24 12:00:00,2025,NSE-BANKNIFTY,56605.85,57008.64,75.95,1,1.0,1,7140.0,300.4,,,,,,473.87,,neutral,True,,56800.0,CE,2025-06-26,2.0,238.0,313.95,7140.0,0.1
22,2025-07-23,OOS,OPT_ORB,NSE-BANKNIFTY-2025-07-31-56900-CE,56900.0,LONG,56925.8,41952.0,56994.1,46050.0,4058.0,SQUARE OFF,4,499006.9700000001,503064.9700000001,2025-07-23 11:00:00,2025-07-23 12:00:00,2025,NSE-BANKNIFTY,56768.19,57103.11,34.15,1,0.4207,1,10488.0,126.2,,,,,,394.03,,neutral,True,,56900.0,CE,2025-07-31,8.0,349.6,383.75,10488.0,0.1
23,2025-08-05,OOS,ORB,NSE-BANKNIFTY-28Aug25-FUT,FUT,SHORT,55679.4,10022292.0,55458.94,9982609.2,39642.8,TARGET HIT,6,503064.9700000001,542707.7700000001,2025-08-05 10:00:00,2025-08-05 13:30:00,2025,NSE-BANKNIFTY,55875.37,55458.94,220.46,1,0.0354,30,75000.0,70.4,0.126,0.144,215.4,195.97,220.46,489.91,0.0,neutral,True,,,,,,,,,
24,2025-08-26,OOS,ORB,NSE-BANKNIFTY-28Aug25-FUT,FUT,SHORT,54505.2,9810936.0,54470.0,9804600.0,6296.0,SQUARE OFF,6,542707.7700000001,549003.7700000001,2025-08-26 15:00:00,2025-08-26 15:30:00,2025,NSE-BANKNIFTY,54671.77,54317.81,35.2,1,0.3762,30,75000.0,85.6,0.155,0.206,597.4,166.57,187.39,416.41,0.0,neutral,True,,,,,,,,,
25,2025-09-10,OOS,OPT_ORB,NSE-BANKNIFTY-2025-09-30-54900-CE,54900.0,LONG,54885.2,53520.0,54993.2,60000.0,6440.0,SQUARE OFF,4,549003.7700000001,555443.7700000001,2025-09-10 10:15:00,2025-09-10 12:00:00,2025,NSE-BANKNIFTY,54714.3,55077.46,54.0,1,0.6747,1,13380.0,202.4,,,,,,427.24,,neutral,True,,54900.0,CE,2025-09-30,20.0,446.0,500.0,13380.0,0.1
26,2025-09-24,OOS,ORB,NSE-BANKNIFTY-30Sep25-FUT,FUT,SHORT,55332.2,9959796.0,55174.62,9931431.6,28324.4,TARGET HIT,6,555443.7700000001,583768.1700000002,2025-09-24 10:30:00,2025-09-24 11:00:00,2025,NSE-BANKNIFTY,55472.27,55174.62,157.58,1,0.4379,30,75000.0,98.0,0.176,0.28,289.2,140.07,157.58,350.19,0.0,neutral,True,,,,,,,,,
27,2025-09-26,OOS,ORB,NSE-BANKNIFTY-30Sep25-FUT,FUT,SHORT,54686.0,11484060.0,54530.83,11451474.3,32545.7,TARGET HIT,7,583768.1700000002,616313.8700000001,2025-09-26 12:00:00,2025-09-26 13:45:00,2025,NSE-BANKNIFTY,54823.93,54530.83,155.17,1,0.1353,30,75000.0,86.4,0.157,0.251,327.6,137.93,155.17,344.81,0.0,neutral,True,,,,,,,,,
28,2025-10-08,OOS,ORB,NSE-BANKNIFTY-28Oct25-FUT,FUT,SHORT,56319.0,11826990.0,56122.61,11785748.1,41201.9,TARGET HIT,7,616313.8700000001,657515.7700000001,2025-10-08 10:00:00,2025-10-08 11:00:00,2025,NSE-BANKNIFTY,56493.57,56122.61,196.39,1,0.33,30,75000.0,58.0,0.103,0.133,152.4,174.57,196.39,436.41,0.0,neutral,True,,,,,,,,,
29,2025-10-15,OOS,OPT_ORB,NSE-BANKNIFTY-2025-10-28-57000-CE,57000.0,LONG,56967.0,61425.0,57069.9,69142.5,7677.5,SQUARE OFF,5,657515.7700000001,665193.2700000001,2025-10-15 10:15:00,2025-10-15 12:00:00,2025,NSE-BANKNIFTY,56780.24,57177.1,51.45,1,0.4353,1,12285.0,130.6,,,,,,466.9,,neutral,True,,57000.0,CE,2025-10-28,13.0,409.5,460.95,12285.0,0.1
30,2025-10-17,OOS,VWAP_REV,NSE-BANKNIFTY-28Oct25-FUT,FUT,SHORT,57640.8,12104568.0,57765.0,12130650.0,-26122.0,SQUARE OFF,7,665193.2700000001,639071.2700000001,2025-10-17 12:45:00,2025-10-17 14:45:00,2025,NSE-BANKNIFTY,57872.36,57293.46,-124.2,0,0.1524,30,75000.0,27.2,,,,231.56,347.34,463.11,,neutral,True,0.076,,,,,,,,
31,2025-10-27,OOS,VWAP_REV,NSE-BANKNIFTY-28Oct25-FUT,FUT,SHORT,58052.4,12191004.0,58125.0,12206250.0,-15286.0,SQUARE OFF,7,639071.2700000001,623785.2700000001,2025-10-27 13:15:00,2025-10-27 14:45:00,2025,NSE-BANKNIFTY,58281.14,57709.3,-72.6,0,0.1792,30,75000.0,43.2,,,,228.74,343.1,457.47,,neutral,True,0.09,,,,,,,,
32,2025-11-21,OOS,OPT_ORB,NSE-BANKNIFTY-2025-11-25-59000-PE,59000.0,SHORT,59041.2,60669.0,59138.1,73750.5,13041.5,SQUARE OFF,9,623785.2700000001,636826.7700000001,2025-11-21 10:00:00,2025-11-21 12:00:00,2025,NSE-BANKNIFTY,59201.27,58861.12,48.45,1,0.91,1,6741.0,-273.0,,,,,,400.17,,neutral,True,,59000.0,PE,2025-11-25,4.0,224.7,273.15,6741.0,0.1
33,2025-11-26,OOS,OPT_ORB,NSE-BANKNIFTY-2025-12-30-59800-CE,59800.0,LONG,59811.0,47142.0,59782.8,46296.0,-886.0,SQUARE OFF,2,636826.7700000001,635940.7700000001,2025-11-26 10:00:00,2025-11-26 12:00:00,2025,NSE-BANKNIFTY,59647.01,59995.49,-14.1,0,0.6153,1,23571.0,184.6,,,,,,409.99,,neutral,True,,59800.0,CE,2025-12-30,34.0,785.7,771.6,23571.0,0.1
34,2025-12-16,OOS,OPT_ORB,NSE-BANKNIFTY-2025-12-30-59300-PE,59300.0,SHORT,59270.6,54246.0,59321.7,57312.0,3026.0,SQUARE OFF,4,635940.7700000001,638966.7700000001,2025-12-16 11:30:00,2025-12-16 12:00:00,2025,NSE-BANKNIFTY,59460.3,59057.19,25.55,1,0.5,1,13561.5,-150.0,,,,,,474.24,,neutral,True,,59300.0,PE,2025-12-30,14.0,452.05,477.6,13561.5,0.1
35,2025-12-30,OOS,OPT_ORB,NSE-BANKNIFTY-2025-12-30-59400-CE,59400.0,LONG,59426.0,63868.5,59443.1,127737.0,63828.5,TARGET HIT,249,638966.7700000001,702795.2700000001,2025-12-30 10:15:00,2025-12-30 10:30:00,2025,NSE-BANKNIFTY,59284.41,59585.29,8.55,1,1.0,1,256.5,383.2,,,,,,353.97,,neutral,True,,59400.0,CE,2025-12-30,0.0,8.55,17.1,256.5,0.1
