trade_id,date,period,strategy,contract,strike,direction,entry,entry_value,exit_price,exit_value,pnl_rs,exit_reason,lots_at_entry,capital_at_entry,equity_after,entry_time,exit_time,year,instrument,stop,target,pnl_pts,win,bias_score,lots_used,capital_used,gap_pts,gap_pct,gap_vs_atr,orb_size,stop_pts,target_pts,atr14,be_triggered,regime,macro_ok,vwap_dev_pct,atm_strike,opt_type,expiry,dte,premium_entry,premium_exit,margin_per_lot,per_trade_risk_pct
11,2021-04-28,PRE-IS,OPT_ORB,NSE-BANKNIFTY-2021-04-29-33100-CE,33100.0,LONG,33140.9,6880.0,33196.5,7575.0,655.0,SQUARE OFF,1,77137.5,77792.5,2021-04-28 11:45:00,2021-04-28 12:00:00,2021,NSE-BANKNIFTY,32796.19,33528.7,27.8,1,0.3567,1,8256.0,107.0,,,,,,861.78,,neutral,True,,33100.0,CE,2021-04-29,1.0,275.2,303.0,8256.0,0.1
12,2021-05-04,PRE-IS,VWAP_REV,NSE-BANKNIFTY-27May21-FUT,FUT,SHORT,32745.05,818626.25,32362.0,809050.0,9536.25,SQUARE OFF,1,77792.5,87328.75,2021-05-04 13:00:00,2021-05-04 14:45:00,2021,NSE-BANKNIFTY,33193.5,32072.38,383.05,1,1.0,30,75000.0,18.85,,,,448.45,672.67,896.9,,neutral,True,0.68,,,,,,,,
13,2021-05-05,PRE-IS,OPT_ORB,NSE-BANKNIFTY-2021-05-06-32800-CE,32800.0,LONG,32816.1,7066.25,32698.8,5600.0,-1506.25,SQUARE OFF,1,87328.75,85822.5,2021-05-05 10:45:00,2021-05-05 12:00:00,2021,NSE-BANKNIFTY,32468.78,33206.83,-58.65,0,0.95,1,8479.5,285.0,,,,,,868.29,,neutral,True,,32800.0,CE,2021-05-06,1.0,282.65,224.0,8479.5,0.1
14,2021-05-06,PRE-IS,VWAP_REV,NSE-BANKNIFTY-27May21-FUT,FUT,LONG,32947.85,823696.25,32880.2,822005.0,-1731.25,SQUARE OFF,1,85822.5,84091.25,2021-05-06 12:15:00,2021-05-06 14:45:00,2021,NSE-BANKNIFTY,32524.95,33582.21,-67.65,0,0.5259,30,75000.0,47.15,,,,422.9,634.36,845.81,,neutral,True,0.263,,,,,,,,
15,2021-05-12,PRE-IS,OPT_ORB,NSE-BANKNIFTY-2021-05-12-32600-PE,32600.0,SHORT,32578.85,3737.5,32534.95,3188.75,-588.75,SQUARE OFF,1,84091.25,83502.5,2021-05-12 10:15:00,2021-05-12 12:00:00,2021,NSE-BANKNIFTY,32884.85,32234.6,-21.95,0,0.5127,1,4485.0,-153.8,,,,,,765.0,,neutral,True,,32600.0,PE,2021-05-12,0.0,149.5,127.55,4485.0,0.1
16,2021-05-21,PRE-IS,OPT_ORB,NSE-BANKNIFTY-2021-05-27-34000-CE,34000.0,LONG,34035.35,12038.75,34187.35,13938.75,1860.0,SQUARE OFF,1,83502.5,85362.5,2021-05-21 10:00:00,2021-05-21 12:00:00,2021,NSE-BANKNIFTY,33774.0,34329.37,76.0,1,0.3672,1,14446.5,110.15,,,,,,653.39,,neutral,True,,34000.0,CE,2021-05-27,6.0,481.55,557.55,14446.5,0.1
17,2021-06-08,PRE-IS,ORB,NSE-BANKNIFTY-24Jun21-FUT,FUT,SHORT,35188.05,879701.25,35279.0,881975.0,-2313.75,SQUARE OFF,1,85362.5,83048.75,2021-06-08 11:45:00,2021-06-08 15:30:00,2021,NSE-BANKNIFTY,35423.94,34922.68,-90.95,0,0.0845,30,75000.0,61.25,0.172,0.104,366.8,235.89,265.37,589.72,0.0,neutral,True,,,,,,,,,
18,2021-06-09,PRE-IS,VWAP_REV,NSE-BANKNIFTY-24Jun21-FUT,FUT,SHORT,35399.55,884988.75,34953.42,873835.5,11113.25,TARGET HIT,1,83048.75,94162.0,2021-06-09 12:45:00,2021-06-09 13:15:00,2021,NSE-BANKNIFTY,35696.97,34953.42,446.13,1,0.044,30,75000.0,2.0,,,,297.42,446.13,594.85,,neutral,True,0.022,,,,,,,,
19,2021-06-15,PRE-IS,VWAP_REV,NSE-BANKNIFTY-24Jun21-FUT,FUT,SHORT,35258.4,881460.0,35318.15,882953.75,-1533.75,SQUARE OFF,1,94162.0,92628.25,2021-06-15 13:30:00,2021-06-15 14:45:00,2021,NSE-BANKNIFTY,35523.98,34860.03,-59.75,0,0.1412,30,75000.0,14.85,,,,265.58,398.37,531.16,,neutral,True,0.071,,,,,,,,
20,2021-06-22,PRE-IS,OPT_ORB,NSE-BANKNIFTY-2021-06-24-35300-CE,35300.0,LONG,35260.95,4712.5,35264.15,4752.5,0.0,SQUARE OFF,1,92628.25,92628.25,2021-06-22 10:00:00,2021-06-22 12:00:00,2021,NSE-BANKNIFTY,35038.79,35510.88,1.6,0,0.552,1,5655.0,165.6,,,,,,555.39,,neutral,True,,35300.0,CE,2021-06-24,2.0,188.5,190.1,5655.0,0.1
21,2021-06-30,PRE-IS,VWAP_REV,NSE-BANKNIFTY-29Jul21-FUT,FUT,SHORT,35135.7,878392.5,34978.15,874453.75,3898.75,SQUARE OFF,1,92628.25,96527.0,2021-06-30 13:30:00,2021-06-30 14:45:00,2021,NSE-BANKNIFTY,35423.37,34704.19,157.55,1,0.5491,30,75000.0,23.4,,,,287.67,431.51,575.34,,neutral,True,0.275,,,,,,,,
22,2021-07-13,PRE-IS,OPT_ORB,NSE-BANKNIFTY-2021-07-15-35600-CE,35600.0,LONG,35573.0,5512.5,35706.0,8837.5,3285.0,SQUARE OFF,2,96527.0,99812.0,2021-07-13 11:15:00,2021-07-13 12:00:00,2021,NSE-BANKNIFTY,35386.75,35782.53,66.5,1,0.7,1,3307.5,210.0,,,,,,465.63,,neutral,True,,35600.0,CE,2021-07-15,2.0,110.25,176.75,3307.5,0.1
23,2021-07-15,PRE-IS,VWAP_REV,NSE-BANKNIFTY-29Jul21-FUT,FUT,SHORT,35922.05,898051.25,35939.05,898476.25,-465.0,SQUARE OFF,1,99812.0,99347.0,2021-07-15 12:45:00,2021-07-15 14:45:00,2021,NSE-BANKNIFTY,36149.26,35581.24,-17.0,0,0.1007,30,75000.0,33.85,,,,227.21,340.81,454.41,,neutral,True,0.05,,,,,,,,
24,2021-07-20,PRE-IS,OPT_ORB,NSE-BANKNIFTY-2021-07-22-34600-PE,34600.0,SHORT,34562.1,5473.75,34707.4,7290.0,1776.25,SQUARE OFF,1,99347.0,101123.25,2021-07-20 10:30:00,2021-07-20 12:00:00,2021,NSE-BANKNIFTY,34729.33,34373.97,72.65,1,0.7425,1,6568.5,-222.75,,,,,,418.07,,neutral,True,,34600.0,PE,2021-07-22,2.0,218.95,291.6,6568.5,0.1
25,2021-07-28,PRE-IS,VWAP_REV,NSE-BANKNIFTY-29Jul21-FUT,FUT,LONG,34453.15,861328.75,34504.35,862608.75,1240.0,SQUARE OFF,1,101123.25,102363.25,2021-07-28 13:15:00,2021-07-28 14:45:00,2021,NSE-BANKNIFTY,34224.14,34796.66,51.2,1,0.2546,30,75000.0,48.7,,,,229.01,343.51,458.02,,neutral,True,0.127,,,,,,,,
26,2021-08-04,PRE-IS,OPT_ORB,NSE-BANKNIFTY-2021-08-05-35700-CE,35700.0,LONG,35707.05,7790.0,36018.65,15580.0,7750.0,TARGET HIT,2,102363.25,110113.25,2021-08-04 10:00:00,2021-08-04 10:30:00,2021,NSE-BANKNIFTY,35527.08,35909.51,155.8,1,0.447,1,4674.0,134.1,,,,,,449.91,,neutral,True,,35700.0,CE,2021-08-05,1.0,155.8,311.6,4674.0,0.1
27,2021-08-05,PRE-IS,VWAP_REV,NSE-BANKNIFTY-26Aug21-FUT,FUT,LONG,35909.9,897747.5,36035.75,900893.75,3106.25,SQUARE OFF,1,110113.25,113219.5,2021-08-05 11:30:00,2021-08-05 14:45:00,2021,NSE-BANKNIFTY,35665.94,36275.84,125.85,1,0.071,30,75000.0,27.4,,,,243.96,365.94,487.92,,neutral,True,0.036,,,,,,,,
28,2021-08-17,PRE-IS,OPT_ORB,NSE-BANKNIFTY-2021-08-18-35900-PE,35900.0,SHORT,35859.0,6216.25,35855.6,6173.75,-82.5,SQUARE OFF,1,113219.5,113137.0,2021-08-17 10:00:00,2021-08-17 12:00:00,2021,NSE-BANKNIFTY,36035.4,35660.55,-1.7,0,0.4022,1,7459.5,-120.65,,,,,,440.99,,neutral,True,,35900.0,PE,2021-08-18,1.0,248.65,246.95,7459.5,0.1
29,2021-08-31,PRE-IS,VWAP_REV,NSE-BANKNIFTY-30Sep21-FUT,FUT,SHORT,36460.0,911500.0,36488.05,912201.25,-741.25,SQUARE OFF,1,113137.0,112395.75,2021-08-31 13:15:00,2021-08-31 14:45:00,2021,NSE-BANKNIFTY,36692.32,36111.52,-28.05,0,0.3452,30,75000.0,23.7,,,,232.32,348.48,464.64,,neutral,True,0.173,,,,,,,,
30,2021-09-01,PRE-IS,OPT_ORB,NSE-BANKNIFTY-2021-09-02-37000-CE,37000.0,LONG,37039.35,5135.0,36833.95,2567.5,-2607.5,STOP LOSS,1,112395.75,109788.25,2021-09-01 10:00:00,2021-09-01 10:45:00,2021,NSE-BANKNIFTY,36853.92,37247.96,-102.7,0,0.4497,1,6162.0,134.9,,,,,,463.57,,neutral,True,,37000.0,CE,2021-09-02,1.0,205.4,102.7,6162.0,0.1
31,2021-09-07,PRE-IS,VWAP_REV,NSE-BANKNIFTY-30Sep21-FUT,FUT,LONG,36508.95,912723.75,36630.85,915771.25,3007.5,SQUARE OFF,1,109788.25,112795.75,2021-09-07 11:45:00,2021-09-07 14:45:00,2021,NSE-BANKNIFTY,36259.26,36883.49,121.9,1,0.299,30,75000.0,33.95,,,,249.69,374.54,499.38,,neutral,True,0.15,,,,,,,,
32,2021-09-08,PRE-IS,VWAP_REV,NSE-BANKNIFTY-30Sep21-FUT,FUT,SHORT,36770.05,919251.25,36807.5,920187.5,-976.25,SQUARE OFF,1,112795.75,111819.5,2021-09-08 12:30:00,2021-09-08 14:45:00,2021,NSE-BANKNIFTY,37027.53,36383.83,-37.45,0,0.127,30,75000.0,46.1,,,,257.48,386.22,514.96,,neutral,True,0.063,,,,,,,,
33,2021-09-13,PRE-IS,VWAP_REV,NSE-BANKNIFTY-30Sep21-FUT,FUT,LONG,36555.5,913887.5,36537.0,913425.0,-502.5,SQUARE OFF,1,111819.5,111317.0,2021-09-13 12:00:00,2021-09-13 14:45:00,2021,NSE-BANKNIFTY,36314.94,36916.35,-18.5,0,0.1696,30,75000.0,39.4,,,,240.56,360.85,481.13,,neutral,True,0.085,,,,,,,,
34,2021-09-17,PRE-IS,OPT_ORB,NSE-BANKNIFTY-2021-09-23-38200-CE,38200.0,LONG,38155.25,7317.5,37903.95,4176.25,-3181.25,SQUARE OFF,1,111317.0,108135.75,2021-09-17 10:45:00,2021-09-17 12:00:00,2021,NSE-BANKNIFTY,37965.31,38368.94,-125.65,0,0.6053,1,8781.0,181.6,,,,,,474.86,,neutral,True,,38200.0,CE,2021-09-23,6.0,292.7,167.05,8781.0,0.1
35,2021-09-22,PRE-IS,ORB,NSE-BANKNIFTY-30Sep21-FUT,FUT,SHORT,37121.1,928027.5,37101.15,927528.75,458.75,SQUARE OFF,1,108135.75,108594.5,2021-09-22 11:00:00,2021-09-22 15:30:00,2021,NSE-BANKNIFTY,37336.67,36878.58,19.95,1,0.086,30,75000.0,65.9,0.176,0.122,305.0,215.57,242.52,538.93,0.0,neutral,True,,,,,,,,,
36,2021-09-30,PRE-IS,VWAP_REV,NSE-BANKNIFTY-28Oct21-FUT,FUT,SHORT,37774.45,944361.25,37634.45,940861.25,3460.0,SQUARE OFF,1,108594.5,112054.5,2021-09-30 12:30:00,2021-09-30 14:45:00,2021,NSE-BANKNIFTY,38066.72,37336.05,140.0,1,0.5937,30,75000.0,20.6,,,,292.27,438.4,584.54,,neutral,True,0.297,,,,,,,,
37,2021-10-06,PRE-IS,VWAP_REV,NSE-BANKNIFTY-28Oct21-FUT,FUT,SHORT,37963.2,949080.0,37589.95,939748.75,9291.25,SQUARE OFF,1,112054.5,121345.75,2021-10-06 13:00:00,2021-10-06 14:45:00,2021,NSE-BANKNIFTY,38268.87,37504.7,373.25,1,0.3727,30,75000.0,21.6,,,,305.67,458.5,611.34,,neutral,True,0.186,,,,,,,,
38,2021-10-08,PRE-IS,OPT_ORB,NSE-BANKNIFTY-2021-10-14-38100-CE,38100.0,LONG,38057.2,7355.0,37976.9,6351.25,-1043.75,SQUARE OFF,1,121345.75,120302.0,2021-10-08 10:15:00,2021-10-08 12:00:00,2021,NSE-BANKNIFTY,37833.19,38309.21,-40.15,0,0.4165,1,8826.0,124.95,,,,,,560.02,,neutral,True,,38100.0,CE,2021-10-14,6.0,294.2,254.05,8826.0,0.1
39,2021-10-22,PRE-IS,VWAP_REV,NSE-BANKNIFTY-28Oct21-FUT,FUT,SHORT,40335.25,1008381.25,40344.5,1008612.5,-271.25,SQUARE OFF,1,120302.0,120030.75,2021-10-22 12:30:00,2021-10-22 14:45:00,2021,NSE-BANKNIFTY,40588.9,39954.78,-9.25,0,0.2099,30,75000.0,48.85,,,,253.65,380.48,507.3,,neutral,True,0.105,,,,,,,,
40,2021-10-27,PRE-IS,ORB,NSE-BANKNIFTY-28Oct21-FUT,FUT,SHORT,41043.4,1026085.0,40851.4,1021285.0,4760.0,SQUARE OFF,1,120030.75,124790.75,2021-10-27 14:15:00,2021-10-27 15:30:00,2021,NSE-BANKNIFTY,41276.2,40781.5,192.0,1,0.496,30,75000.0,81.2,0.196,0.14,207.9,232.8,261.9,581.99,0.0,neutral,True,,,,,,,,,
41,2021-11-02,PRE-IS,VWAP_REV,NSE-BANKNIFTY-25Nov21-FUT,FUT,LONG,39980.0,999500.0,40096.85,1002421.25,2881.25,SQUARE OFF,1,124790.75,127672.0,2021-11-02 11:00:00,2021-11-02 14:45:00,2021,NSE-BANKNIFTY,39611.9,40532.15,116.85,1,0.2513,30,75000.0,8.1,,,,368.1,552.15,736.2,,neutral,True,0.126,,,,,,,,
42,2021-11-16,PRE-IS,VWAP_REV,NSE-BANKNIFTY-25Nov21-FUT,FUT,LONG,38600.0,965000.0,38448.4,961210.0,-3830.0,SQUARE OFF,1,127672.0,123842.0,2021-11-16 12:00:00,2021-11-16 14:45:00,2021,NSE-BANKNIFTY,38214.97,39177.55,-151.6,0,0.0159,30,75000.0,23.0,,,,385.03,577.55,770.06,,neutral,True,0.008,,,,,,,,
43,2021-11-18,PRE-IS,VWAP_REV,NSE-BANKNIFTY-25Nov21-FUT,FUT,LONG,38040.6,951015.0,38180.0,954500.0,3445.0,SQUARE OFF,1,123842.0,127287.0,2021-11-18 13:15:00,2021-11-18 14:45:00,2021,NSE-BANKNIFTY,37685.87,38572.69,139.4,1,0.1592,30,75000.0,2.35,,,,354.73,532.09,709.45,,neutral,True,0.08,,,,,,,,
44,2021-11-24,PRE-IS,OPT_ORB,NSE-BANKNIFTY-2021-11-25-37600-CE,37600.0,LONG,37638.05,7590.0,37941.65,15180.0,7550.0,TARGET HIT,2,127287.0,134837.0,2021-11-24 10:15:00,2021-11-24 10:45:00,2021,NSE-BANKNIFTY,37368.85,37940.9,151.8,1,0.443,1,4554.0,132.9,,,,,,673.0,,neutral,True,,37600.0,CE,2021-11-25,1.0,151.8,303.6,4554.0,0.1
45,2021-11-30,PRE-IS,ORB,NSE-BANKNIFTY-30Dec21-FUT,FUT,LONG,36692.55,917313.75,36418.23,910455.75,-6898.0,STOP LOSS,1,134837.0,127939.0,2021-11-30 10:00:00,2021-11-30 11:00:00,2021,NSE-BANKNIFTY,36418.23,37001.16,-274.32,0,0.7026,30,75000.0,82.6,0.229,0.12,469.95,274.32,308.61,685.8,0.0,neutral,True,,,,,,,,,
46,2021-12-01,PRE-IS,ORB,NSE-BANKNIFTY-30Dec21-FUT,FUT,LONG,36352.3,908807.5,36494.85,912371.25,3523.75,SQUARE OFF,1,127939.0,131462.75,2021-12-01 11:00:00,2021-12-01 15:30:00,2021,NSE-BANKNIFTY,36053.78,36688.14,142.55,1,0.3095,30,75000.0,79.0,0.221,0.106,493.0,298.52,335.84,746.31,0.0,neutral,True,,,,,,,,,
47,2021-12-07,PRE-IS,OPT_ORB,NSE-BANKNIFTY-2021-12-09-36500-CE,36500.0,LONG,36472.75,6263.75,36771.65,10000.0,3696.25,SQUARE OFF,1,131462.75,135159.0,2021-12-07 10:00:00,2021-12-07 12:00:00,2021,NSE-BANKNIFTY,36163.05,36821.16,149.45,1,0.6902,1,7516.5,207.05,,,,,,774.25,,neutral,True,,36500.0,CE,2021-12-09,2.0,250.55,400.0,7516.5,0.1
48,2021-12-08,PRE-IS,OPT_ORB,NSE-BANKNIFTY-2021-12-09-37300-CE,37300.0,LONG,37253.35,8530.0,37217.65,7637.5,-932.5,SQUARE OFF,2,135159.0,134226.5,2021-12-08 10:00:00,2021-12-08 12:00:00,2021,NSE-BANKNIFTY,36934.89,37611.62,-17.85,0,0.9235,1,5118.0,277.05,,,,,,796.15,,neutral,True,,37300.0,CE,2021-12-09,1.0,170.6,152.75,5118.0,0.1
49,2021-12-14,PRE-IS,OPT_ORB,NSE-BANKNIFTY-2021-12-16-36700-PE,36700.0,SHORT,36729.55,7343.75,36542.95,5011.25,-2372.5,SQUARE OFF,1,134226.5,131854.0,2021-12-14 10:15:00,2021-12-14 12:00:00,2021,NSE-BANKNIFTY,37012.96,36410.71,-93.3,0,0.8258,1,8812.5,-247.75,,,,,,708.52,,neutral,True,,36700.0,PE,2021-12-16,2.0,293.75,200.45,8812.5,0.1
50,2021-12-15,PRE-IS,VWAP_REV,NSE-BANKNIFTY-30Dec21-FUT,FUT,SHORT,37045.0,926125.0,36996.3,924907.5,1177.5,SQUARE OFF,1,131854.0,133031.5,2021-12-15 12:30:00,2021-12-15 14:45:00,2021,NSE-BANKNIFTY,37395.51,36519.23,48.7,1,0.0657,30,75000.0,27.05,,,,350.51,525.77,701.02,,neutral,True,0.033,,,,,,,,
51,2021-12-17,PRE-IS,OPT_ORB,NSE-BANKNIFTY-2021-12-23-36100-PE,36100.0,SHORT,36063.15,13595.0,36010.05,12931.25,-703.75,SQUARE OFF,1,133031.5,132327.75,2021-12-17 10:00:00,2021-12-17 12:00:00,2021,NSE-BANKNIFTY,36331.29,35761.49,-26.55,0,0.341,1,16313.999999999998,-102.3,,,,,,670.35,,neutral,True,,36100.0,PE,2021-12-23,6.0,543.8,517.25,16313.999999999998,0.1
52,2021-12-21,PRE-IS,OPT_ORB,NSE-BANKNIFTY-2021-12-23-35100-CE,35100.0,LONG,35051.55,5590.0,35071.55,5840.0,210.0,SQUARE OFF,1,132327.75,132537.75,2021-12-21 11:45:00,2021-12-21 12:00:00,2021,NSE-BANKNIFTY,34782.01,35354.79,10.0,1,1.0,1,6708.0,338.7,,,,,,673.86,,neutral,True,,35100.0,CE,2021-12-23,2.0,223.6,233.6,6708.0,0.1
