date,entry_ts,exit_ts,year,instrument,strategy,direction,entry,exit_price,stop,target,pnl_pts,pnl_rs,win,exit_reason,bias_score,lots_used,capital_used,atr14,stop_pts,target_pts,vah,val,poc,pierce_pts,profile_used,regime_start,days_held,regime,macro_ok,size_factor,trend_pct,per_trade_risk_pct,period
2025-02-14,2025-02-14 11:45:00,2025-02-14 14:30:00,2025,NSE-BANKNIFTY,VP_TRAIL_SWING,LONG,49293.95,49293.95,48700.4,49530.0,-60.0,-1840.0,0,BREAKEVEN,0.4865,30,75000,643.92,593.55,236.05,50340.0,49400.0,49530.0,313.25,full,,0,neutral,True,0.5,-2.18,0.45,IS
2025-02-17,2025-02-17 10:15:00,2025-02-18 09:15:00,2025,NSE-BANKNIFTY,VP_TRAIL_SWING,LONG,48944.0,49191.84,48316.42,49530.0,187.84,5595.18,1,BREAKEVEN,1.0,30,75000,646.32,627.58,586.0,50380.0,49360.0,49530.0,649.8,full,,1,neutral,True,0.5,-2.17,0.45,IS
2025-02-18,2025-02-18 11:30:00,2025-02-19 09:15:00,2025,NSE-BANKNIFTY,VP_TRAIL_SWING,LONG,49165.0,49165.0,48553.01,49530.0,-60.0,-1840.0,0,TRAIL STOP,0.2714,30,75000,660.35,611.99,365.0,50260.0,49120.0,49530.0,179.2,full,,1,neutral,True,0.5,-1.43,0.45,IS
2025-03-05,2025-03-05 10:15:00,2025-03-05 15:15:00,2025,NSE-BANKNIFTY,VP_TRAIL_SWING,SHORT,48677.0,48729.95,49009.95,48430.0,-112.95,-3428.5,0,SQUARE OFF,0.4998,30,75000,300.0,332.95,247.0,48680.0,48340.0,48430.0,149.95,full,,0,neutral,True,1.0,-0.61,0.9,IS
2025-04-07,2025-04-07 13:30:00,2025-04-08 09:15:00,2025,NSE-BANKNIFTY,VP_TRAIL_SWING,LONG,49749.25,50559.71,48919.93,51810.0,750.46,22473.82,1,BREAKEVEN,1.0,30,75000,737.08,829.32,2060.75,52020.0,51080.0,51810.0,1713.9,full,,1,neutral,True,1.0,0.12,0.9,IS
2025-04-08,2025-04-08 10:45:00,2025-04-09 09:15:00,2025,NSE-BANKNIFTY,VP_TRAIL_SWING,LONG,50535.0,50553.53,49825.7,51810.0,-41.47,-1284.16,0,TRAIL STOP,0.3743,30,75000,726.84,709.3,1275.0,52140.0,50540.0,51810.0,272.05,full,,1,neutral,True,0.5,-3.22,0.45,IS
2025-05-26,2025-05-26 10:15:00,2025-05-26 10:30:00,2025,NSE-BANKNIFTY,VP_TRAIL_SWING,SHORT,55609.0,55430.0,56291.2,55430.0,119.0,3530.0,1,TARGET HIT,0.5215,30,75000,652.0,682.2,179.0,55560.0,54620.0,55430.0,340.0,full,,0,neutral,True,1.0,0.01,0.9,IS
2025-05-27,2025-05-27 12:15:00,2025-05-27 12:30:00,2025,NSE-BANKNIFTY,VP_TRAIL_SWING,SHORT,55650.6,55650.6,56332.88,55430.0,-60.0,-1840.0,0,BREAKEVEN,0.3331,30,75000,656.8,682.28,220.6,55720.0,54780.0,55430.0,218.8,full,,0,neutral,True,1.0,0.33,0.9,IS
2025-06-13,2025-06-13 10:30:00,2025-06-13 14:45:00,2025,NSE-BANKNIFTY,VP_TRAIL_SWING,LONG,55699.4,55525.0,55246.63,55990.0,-234.4,-7072.0,0,EARLY CUT,0.5622,30,75000,458.95,452.77,290.6,56520.0,55780.0,55990.0,258.0,full,,0,neutral,True,1.0,0.3,0.9,IS
2025-06-24,2025-06-24 12:30:00,2025-06-25 09:15:00,2025,NSE-BANKNIFTY,VP_TRAIL_SWING,SHORT,56637.2,56595.9,57171.26,55990.0,-18.7,-601.0,0,TRAIL STOP,1.0,30,75000,477.8,534.06,647.2,56360.0,55540.0,55990.0,519.4,full,,1,neutral,True,1.0,-0.11,0.9,IS
2025-07-03,2025-07-03 13:30:00,2025-07-03 14:30:00,2025,NSE-BANKNIFTY,VP_TRAIL_SWING,LONG,57355.0,57150.0,56949.38,57630.0,-265.0,-7990.0,0,EARLY CUT,0.3278,30,75000,421.04,405.62,275.0,57720.0,57340.0,57630.0,138.0,full,,0,neutral,True,1.0,1.12,0.9,IS
2025-07-11,2025-07-11 12:30:00,2025-07-11 15:15:00,2025,NSE-BANKNIFTY,VP_TRAIL_SWING,LONG,56988.0,56890.0,56583.02,57370.0,-158.0,-4780.0,0,SQUARE OFF,0.7949,30,75000,384.96,404.98,382.0,57500.0,57120.0,57370.0,306.0,full,,0,neutral,True,1.0,0.09,0.9,IS
2025-07-15,2025-07-15 10:00:00,2025-07-15 11:45:00,2025,NSE-BANKNIFTY,VP_TRAIL_SWING,LONG,57230.4,57230.4,56583.34,57370.0,-60.0,-1840.0,0,BREAKEVEN,0.8333,30,75000,374.43,647.06,139.6,57540.0,57120.0,57370.0,312.0,full,,0,neutral,True,1.0,-0.3,0.9,IS
2025-07-18,2025-07-18 11:15:00,2025-07-18 15:15:00,2025,NSE-BANKNIFTY,VP_TRAIL_SWING,LONG,56481.6,56354.2,56135.19,57250.0,-187.4,-5662.0,0,SQUARE OFF,1.0,30,75000,383.01,346.41,768.4,57460.0,57040.0,57250.0,675.0,full,,0,neutral,True,1.0,-0.41,0.9,IS
2025-07-21,2025-07-21 10:45:00,2025-07-22 09:30:00,2025,NSE-BANKNIFTY,VP_TRAIL_SWING,LONG,56858.6,56982.99,56473.31,57250.0,64.39,1891.57,1,BREAKEVEN,0.7197,30,75000,394.03,385.29,391.4,57500.0,57000.0,57250.0,283.6,full,,1,neutral,True,0.5,-0.94,0.45,IS
2025-07-23,2025-07-23 10:30:00,2025-07-23 14:45:00,2025,NSE-BANKNIFTY,VP_TRAIL_SWING,LONG,56890.0,57250.0,56514.11,57250.0,300.0,8960.0,1,TARGET HIT,0.3985,30,75000,406.49,375.89,360.0,57460.0,56920.0,57250.0,162.0,full,,0,neutral,True,0.5,-0.87,0.45,IS
2025-07-25,2025-07-25 13:45:00,2025-07-25 15:15:00,2025,NSE-BANKNIFTY,VP_TRAIL_SWING,LONG,56651.2,56555.0,56255.78,57250.0,-156.2,-4726.0,0,SQUARE OFF,0.8675,30,75000,425.37,395.42,598.8,57420.0,56880.0,57250.0,369.0,full,,0,neutral,True,1.0,0.33,0.9,IS
2025-07-28,2025-07-28 10:15:00,2025-07-28 12:45:00,2025,NSE-BANKNIFTY,VP_TRAIL_SWING,LONG,56650.0,56335.97,56181.26,57250.0,-374.03,-11260.86,0,TRAIL STOP,0.9717,30,75000,444.57,468.74,600.0,57420.0,56880.0,57250.0,432.0,full,,0,neutral,True,1.0,0.33,0.9,IS
2025-07-31,2025-07-31 11:15:00,2025-07-31 14:45:00,2025,NSE-BANKNIFTY,VP_TRAIL_SWING,LONG,55918.0,56083.89,55389.91,57250.0,105.89,3136.79,1,TRAIL STOP,1.0,30,75000,488.14,528.09,1332.0,57460.0,56800.0,57250.0,1117.2,full,,0,neutral,True,0.5,-1.81,0.45,IS
2025-08-18,2025-08-18 11:00:00,2025-08-19 11:30:00,2025,NSE-BANKNIFTY,VP_TRAIL_SWING,SHORT,56046.0,55946.79,56501.7,55430.0,39.21,1136.25,1,BREAKEVEN,1.0,30,75000,447.58,455.7,616.0,55680.0,55260.0,55430.0,545.0,full,,1,neutral,True,1.0,-0.6,0.9,IS
2025-08-22,2025-08-22 10:00:00,2025-08-22 10:15:00,2025,NSE-BANKNIFTY,VP_TRAIL_SWING,SHORT,55470.2,55430.0,56232.91,55430.0,-19.8,-634.0,0,TARGET HIT,0.3314,30,75000,421.86,762.71,40.2,55840.0,55300.0,55430.0,139.8,full,,0,neutral,True,0.5,0.76,0.45,IS
2025-09-09,2025-09-09 10:00:00,2025-09-09 10:15:00,2025,NSE-BANKNIFTY,VP_TRAIL_SWING,SHORT,54437.0,54390.0,54882.14,54390.0,-13.0,-430.0,0,TARGET HIT,0.3297,30,75000,432.58,445.14,47.0,54480.0,54060.0,54390.0,142.6,full,,0,neutral,True,1.0,0.24,0.9,IS
2025-09-24,2025-09-24 11:00:00,2025-09-24 15:15:00,2025,NSE-BANKNIFTY,VP_TRAIL_SWING,SHORT,55240.8,55252.0,55649.35,54410.0,-71.2,-2176.0,0,SQUARE OFF,0.8405,30,75000,353.59,408.55,830.8,55140.0,54000.0,54410.0,297.2,full,,0,neutral,True,0.5,0.72,0.45,IS
2025-09-25,2025-09-25 11:45:00,2025-09-25 13:00:00,2025,NSE-BANKNIFTY,VP_TRAIL_SWING,SHORT,55221.0,55433.61,55555.29,54410.0,-272.61,-8218.32,0,TRAIL STOP,0.3724,30,75000,344.81,334.29,811.0,55220.0,54000.0,54410.0,128.4,full,,0,neutral,True,1.0,-0.81,0.9,IS
2025-11-07,2025-11-07 10:30:00,2025-11-07 12:45:00,2025,NSE-BANKNIFTY,VP_TRAIL_SWING,LONG,57787.8,58150.0,57268.41,58150.0,302.2,9026.0,1,TARGET HIT,1.0,30,75000,452.66,519.39,362.2,58440.0,58100.0,58150.0,560.0,full,,0,neutral,True,0.5,-1.53,0.45,IS
2025-11-11,2025-11-11 11:30:00,2025-11-11 11:45:00,2025,NSE-BANKNIFTY,VP_TRAIL_SWING,LONG,58039.2,58039.2,57600.36,58150.0,-60.0,-1840.0,0,BREAKEVEN,0.5449,30,75000,436.4,438.84,110.8,58440.0,58100.0,58150.0,237.8,full,,0,neutral,True,1.0,0.05,0.9,IS
2025-11-25,2025-11-25 10:45:00,2025-11-25 14:00:00,2025,NSE-BANKNIFTY,VP_TRAIL_SWING,SHORT,58801.0,59065.75,59318.8,58150.0,-324.75,-9782.5,0,TRAIL STOP,0.8499,30,75000,413.0,517.8,651.0,58720.0,58060.0,58150.0,351.0,full,,0,neutral,True,1.0,-0.49,0.9,IS
2025-12-03,2025-12-03 11:30:00,2025-12-04 09:15:00,2025,NSE-BANKNIFTY,VP_TRAIL_SWING,LONG,59493.6,59580.87,59058.44,59810.0,27.27,778.14,1,BREAKEVEN,0.9488,30,75000,427.06,435.16,316.4,60100.0,59720.0,59810.0,405.2,full,,1,neutral,True,1.0,1.46,0.9,IS
2025-12-09,2025-12-09 10:15:00,2025-12-10 09:15:00,2025,NSE-BANKNIFTY,VP_TRAIL_SWING,LONG,59431.6,59442.29,58955.28,59770.0,-49.31,-1519.27,0,BREAKEVEN,0.8485,30,75000,475.42,476.32,338.4,60060.0,59640.0,59770.0,403.4,full,,1,neutral,True,0.5,-0.7,0.45,IS
2025-12-10,2025-12-10 13:15:00,2025-12-10 14:30:00,2025,NSE-BANKNIFTY,VP_TRAIL_SWING,LONG,59359.6,59226.4,58884.75,59770.0,-193.2,-5836.0,0,EARLY CUT,0.9045,30,75000,475.42,474.85,410.4,60060.0,59600.0,59770.0,430.0,full,,0,neutral,True,1.0,-0.25,0.9,IS
2025-12-18,2025-12-18 10:00:00,2025-12-18 15:15:00,2025,NSE-BANKNIFTY,VP_TRAIL_SWING,LONG,59142.6,59079.4,58700.62,59650.0,-123.2,-3736.0,0,SQUARE OFF,0.8131,30,75000,466.63,441.98,507.4,59860.0,59360.0,59650.0,379.4,full,,0,neutral,True,1.0,-0.04,0.9,IS
2025-12-30,2025-12-30 10:15:00,2025-12-31 09:15:00,2025,NSE-BANKNIFTY,VP_TRAIL_SWING,LONG,59019.8,59590.0,58624.98,59450.0,510.2,15266.0,1,CONTRACT ROLL,1.0,30,75000,300.0,394.82,430.2,59820.0,59240.0,59450.0,404.2,full,,0,neutral,True,1.0,-0.46,0.9,IS
2026-01-27,2026-01-27 11:15:00,2026-01-28 09:15:00,2026,NSE-BANKNIFTY,VP_TRAIL_SWING,LONG,58630.6,59750.0,57999.91,59770.0,1059.4,31742.0,1,CONTRACT ROLL,1.0,30,75000,300.0,630.69,1139.4,60420.0,59360.0,59770.0,991.8,full,,0,neutral,True,0.5,-2.89,0.45,OOS
2026-03-02,2026-03-02 11:00:00,2026-03-02 12:30:00,2026,NSE-BANKNIFTY,VP_TRAIL_SWING,LONG,60253.2,60068.8,59961.0,61250.0,-244.4,-7372.0,0,TRAIL STOP,1.0,30,75000,300.0,292.2,996.8,61620.0,60840.0,61250.0,699.0,full,,0,neutral,True,1.0,-0.48,0.9,OOS
2026-03-04,2026-03-04 13:00:00,2026-03-05 11:45:00,2026,NSE-BANKNIFTY,VP_TRAIL_SWING,LONG,59090.0,59102.53,58485.51,61250.0,-47.47,-1464.0,0,TRAIL STOP,1.0,30,75000,634.53,604.49,2160.0,61660.0,60100.0,61250.0,1253.6,full,,1,neutral,True,0.5,-1.57,0.45,OOS
2026-04-15,2026-04-15 11:00:00,2026-04-15 14:30:00,2026,NSE-BANKNIFTY,VP_TRAIL_SWING,SHORT,56282.0,56420.0,57425.92,55970.0,-198.0,-5980.0,0,EARLY CUT,0.6125,30,75000,1126.53,1143.92,312.0,56060.0,55040.0,55970.0,690.0,sub,2026-04-08,0,neutral,True,0.5,5.41,0.45,OOS
2026-05-05,2026-05-05 11:00:00,2026-05-05 11:15:00,2026,NSE-BANKNIFTY,VP_TRAIL_SWING,LONG,54645.0,54645.0,54345.0,54790.0,-60.0,-1840.0,0,BREAKEVEN,0.3167,30,75000,300.0,300.0,145.0,55760.0,54620.0,54790.0,95.0,full,,0,neutral,True,0.5,-1.91,0.45,OOS
2026-05-05,2026-05-05 12:00:00,2026-05-05 12:15:00,2026,NSE-BANKNIFTY,VP_TRAIL_SWING,LONG,54577.0,54577.0,54250.0,54790.0,-60.0,-1840.0,0,BREAKEVEN,0.3667,30,75000,300.0,327.0,213.0,55760.0,54540.0,54790.0,110.0,full,,0,neutral,True,0.5,-1.91,0.45,OOS
2022-01-07,2022-01-07 11:45:00,2022-01-07 15:15:00,2022,NSE-NIFTY,VP_TRAIL_SWING,SHORT,17833.1,17855.0,17986.66,17425.78,-41.9,-1087.5,0,SQUARE OFF,0.4726,25,55000,188.31,153.56,407.32,17860.0,17200.0,17290.0,89.0,full,,0,neutral,True,0.5,2.98,0.45,IS
2022-01-27,2022-01-27 13:00:00,2022-01-28 09:15:00,2022,NSE-NIFTY,VP_TRAIL_SWING,LONG,17008.7,17200.0,16814.85,17219.67,171.3,4242.5,1,CONTRACT ROLL,0.1933,25,55000,300.0,193.85,210.97,17980.0,16920.0,17290.0,58.0,full,,0,neutral,True,0.5,-4.7,0.45,IS
2022-02-08,2022-02-08 11:45:00,2022-02-09 14:45:00,2022,NSE-NIFTY,VP_TRAIL_SWING,LONG,17189.45,17474.86,16995.93,17474.86,265.41,6595.31,1,TARGET HIT,0.6071,25,55000,250.06,193.52,285.41,17660.0,17200.0,17570.0,151.8,full,,1,neutral,True,0.5,-0.89,0.45,IS
2022-02-15,2022-02-15 11:30:00,2022-02-15 14:00:00,2022,NSE-NIFTY,VP_TRAIL_SWING,LONG,16998.75,17277.19,16782.77,17277.19,258.44,6420.94,1,TARGET HIT,1.0,25,55000,271.14,215.98,278.44,17660.0,17160.0,17370.0,323.0,full,,0,neutral,True,0.5,-2.35,0.45,IS
2022-02-21,2022-02-21 11:30:00,2022-02-21 13:00:00,2022,NSE-NIFTY,VP_TRAIL_SWING,LONG,17269.25,17344.81,17052.84,17344.81,55.56,1349.06,1,TARGET HIT,0.2185,25,55000,256.06,216.41,75.56,17620.0,17160.0,17370.0,55.95,full,,0,neutral,True,1.0,-0.26,0.9,IS
2022-03-04,2022-03-04 12:30:00,2022-03-04 14:00:00,2022,NSE-NIFTY,VP_TRAIL_SWING,LONG,16346.0,16346.0,16086.64,16574.0,-20.0,-540.0,0,BREAKEVEN,1.0,25,55000,326.81,259.36,228.0,16740.0,16480.0,16650.0,328.0,full,,0,neutral,True,0.5,-3.17,0.45,IS
2022-03-07,2022-03-07 11:30:00,2022-03-07 14:15:00,2022,NSE-NIFTY,VP_TRAIL_SWING,LONG,15920.2,15722.98,15694.5,16467.55,-217.23,-5470.63,0,TRAIL STOP,1.0,25,55000,313.5,225.7,547.35,16780.0,16360.0,16650.0,602.8,full,,0,neutral,True,1.0,0.1,0.9,IS
2022-03-08,2022-03-08 13:45:00,2022-03-10 09:15:00,2022,NSE-NIFTY,VP_TRAIL_SWING,LONG,15861.6,16452.9,15612.42,16452.9,571.3,14242.5,1,TARGET HIT,1.0,25,55000,333.61,249.18,591.3,16820.0,16160.0,16650.0,483.65,full,,2,neutral,True,0.5,-4.64,0.45,IS
2022-03-23,2022-03-23 12:30:00,2022-03-23 15:15:00,2022,NSE-NIFTY,VP_TRAIL_SWING,SHORT,17247.7,17256.95,17468.7,16799.42,-29.25,-771.25,0,SQUARE OFF,1.0,25,55000,295.49,221.0,448.28,17020.0,15880.0,16650.0,389.6,full,,0,neutral,True,0.5,2.79,0.45,IS
2022-03-24,2022-03-24 12:15:00,2022-03-24 15:15:00,2022,NSE-NIFTY,VP_TRAIL_SWING,SHORT,17181.75,17215.0,17396.72,16782.94,-53.25,-1371.25,0,SQUARE OFF,1.0,25,55000,288.58,214.97,398.81,17020.0,15840.0,16650.0,319.0,full,,0,neutral,True,0.5,3.65,0.45,IS
2022-04-07,2022-04-07 12:15:00,2022-04-07 15:15:00,2022,NSE-NIFTY,VP_TRAIL_SWING,LONG,17854.15,17742.0,17688.69,18031.04,-132.15,-3343.75,0,SQUARE OFF,0.108,25,55000,231.54,165.46,176.89,18140.0,17760.0,18090.0,25.0,full,,0,neutral,True,1.0,2.1,0.9,IS
2022-04-08,2022-04-08 12:00:00,2022-04-11 09:15:00,2022,NSE-NIFTY,VP_TRAIL_SWING,LONG,17795.75,17831.53,17608.09,18016.44,15.78,354.46,1,BREAKEVEN,0.2812,25,55000,226.54,187.66,220.69,18140.0,17720.0,18090.0,63.7,full,,1,neutral,True,1.0,1.59,0.9,IS
2022-04-20,2022-04-20 12:45:00,2022-04-20 15:15:00,2022,NSE-NIFTY,VP_TRAIL_SWING,LONG,17208.4,17172.9,17038.97,17614.6,-55.5,-1427.5,0,SQUARE OFF,1.0,25,55000,235.39,169.43,406.2,18120.0,17500.0,17750.0,413.95,full,,0,neutral,True,0.5,-5.5,0.45,IS
2022-06-08,2022-06-08 10:30:00,2022-06-08 10:45:00,2022,NSE-NIFTY,VP_TRAIL_SWING,LONG,16522.7,16522.7,16272.17,16573.17,-20.0,-540.0,0,BREAKEVEN,0.5815,25,55000,189.16,250.53,50.47,16680.0,16420.0,16590.0,110.0,full,,0,neutral,True,0.5,-0.9,0.45,IS
2022-08-18,2022-08-18 11:15:00,2022-08-18 15:00:00,2022,NSE-NIFTY,VP_TRAIL_SWING,SHORT,17883.0,17982.5,18002.77,17453.25,-119.5,-3027.4,0,TRAIL STOP,1.0,25,55000,164.86,119.77,429.75,17600.0,17100.0,17310.0,369.8,full,,0,neutral,True,0.5,2.31,0.45,IS
2022-08-19,2022-08-19 11:00:00,2022-08-23 09:15:00,2022,NSE-NIFTY,VP_TRAIL_SWING,SHORT,17878.65,17452.16,18006.83,17452.16,406.49,10122.19,1,TARGET HIT,1.0,25,55000,180.62,128.18,426.49,17700.0,17060.0,17310.0,272.25,full,,2,neutral,True,0.5,2.56,0.45,IS
2022-09-15,2022-09-15 11:00:00,2022-09-16 09:15:00,2022,NSE-NIFTY,VP_TRAIL_SWING,SHORT,17890.35,17740.09,18031.53,17740.09,130.26,3216.56,1,TARGET HIT,0.2507,25,55000,207.38,141.18,150.26,17940.0,17520.0,17690.0,52.0,full,,1,neutral,True,0.5,2.06,0.45,IS
2022-09-26,2022-09-26 12:30:00,2022-09-26 15:00:00,2022,NSE-NIFTY,VP_TRAIL_SWING,LONG,17145.2,17024.89,16992.49,17538.8,-140.31,-3547.77,0,TRAIL STOP,1.0,25,55000,206.81,152.71,393.6,17960.0,17540.0,17670.0,506.15,full,,0,neutral,True,0.5,-1.28,0.45,IS
2022-10-25,2022-10-25 11:30:00,2022-10-27 09:15:00,2022,NSE-NIFTY,VP_TRAIL_SWING,SHORT,17674.95,17674.95,17809.22,17386.24,-20.0,-540.0,0,TRAIL STOP,1.0,25,55000,174.66,134.27,288.71,17420.0,16920.0,17290.0,354.0,full,,1,neutral,True,0.5,2.12,0.45,IS
2022-12-01,2022-12-01 13:45:00,2022-12-01 15:15:00,2022,NSE-NIFTY,VP_TRAIL_SWING,SHORT,18905.0,18946.2,19013.79,18773.75,-61.2,-1570.0,0,SQUARE OFF,1.0,25,55000,136.68,108.79,131.25,18820.0,18600.0,18730.0,166.45,full,,0,neutral,True,0.5,3.4,0.45,IS
2022-12-16,2022-12-16 12:15:00,2022-12-16 14:00:00,2022,NSE-NIFTY,VP_TRAIL_SWING,LONG,18447.55,18366.02,18294.92,18659.39,-101.53,-2578.35,0,TRAIL STOP,1.0,25,55000,160.38,152.63,211.84,18820.0,18560.0,18730.0,233.0,full,,0,neutral,True,0.5,-1.49,0.45,IS
2022-12-20,2022-12-20 12:30:00,2022-12-21 09:45:00,2022,NSE-NIFTY,VP_TRAIL_SWING,LONG,18319.5,18424.03,18198.17,18627.38,84.53,2073.13,1,BREAKEVEN,1.0,25,55000,181.75,121.33,307.88,18860.0,18480.0,18730.0,248.1,full,,1,neutral,True,0.5,-0.57,0.45,IS
2023-02-01,2023-02-01 13:15:00,2023-02-01 13:30:00,2023,NSE-NIFTY,VP_TRAIL_SWING,SHORT,17902.75,17902.75,18123.95,17758.19,-20.0,-540.0,0,BREAKEVEN,0.6132,25,55000,300.0,221.2,144.56,17880.0,17620.0,17710.0,183.95,full,,0,neutral,True,1.0,-1.96,0.9,IS
2023-03-09,2023-03-09 13:30:00,2023-03-10 09:15:00,2023,NSE-NIFTY,VP_TRAIL_SWING,SHORT,17667.0,17504.25,17804.17,17504.25,142.75,3528.75,1,TARGET HIT,0.4215,25,55000,166.07,137.17,162.75,17700.0,17360.0,17450.0,70.0,full,,1,neutral,True,0.5,2.26,0.45,IS
2023-03-14,2023-03-14 12:15:00,2023-03-14 12:45:00,2023,NSE-NIFTY,VP_TRAIL_SWING,LONG,17222.15,17122.49,17066.96,17393.04,-119.66,-3031.41,0,TRAIL STOP,1.0,25,55000,190.21,155.19,170.89,17740.0,17360.0,17450.0,255.0,full,,0,neutral,True,0.5,-2.5,0.45,IS
2023-03-16,2023-03-16 10:30:00,2023-03-17 10:00:00,2023,NSE-NIFTY,VP_TRAIL_SWING,LONG,17055.4,17105.21,16883.06,17351.35,29.81,705.18,1,TRAIL STOP,1.0,25,55000,196.09,172.34,295.95,17860.0,17360.0,17450.0,437.7,full,,1,neutral,True,0.5,-4.33,0.45,IS
2023-03-17,2023-03-17 13:45:00,2023-03-20 09:15:00,2023,NSE-NIFTY,VP_TRAIL_SWING,LONG,17149.95,17149.95,16980.83,17374.99,-20.0,-540.0,0,TRAIL STOP,0.8913,25,55000,201.89,169.12,225.04,17860.0,17200.0,17450.0,179.95,full,,1,neutral,True,0.5,-3.22,0.45,IS
2023-03-21,2023-03-21 13:45:00,2023-03-22 10:30:00,2023,NSE-NIFTY,VP_TRAIL_SWING,LONG,17162.6,17162.6,17021.44,17378.15,-20.0,-540.0,0,TRAIL STOP,0.3023,25,55000,195.15,141.15,215.55,17860.0,17120.0,17450.0,59.0,full,,1,neutral,True,0.5,-1.06,0.45,IS
2023-04-11,2023-04-11 12:00:00,2023-04-11 15:15:00,2023,NSE-NIFTY,VP_TRAIL_SWING,SHORT,17735.4,17789.1,17835.89,17506.35,-73.7,-1882.5,0,SQUARE OFF,0.9748,25,55000,132.7,100.49,229.05,17680.0,17300.0,17430.0,129.35,full,,0,neutral,True,0.5,3.49,0.45,IS
2023-04-13,2023-04-13 11:00:00,2023-04-13 14:45:00,2023,NSE-NIFTY,VP_TRAIL_SWING,SHORT,17790.0,17869.92,17878.71,17520.0,-99.92,-2538.05,0,TRAIL STOP,0.738,25,55000,126.56,88.71,270.0,17760.0,17300.0,17430.0,93.4,full,,0,neutral,True,0.5,2.22,0.45,IS
2023-05-19,2023-05-19 12:00:00,2023-05-19 14:30:00,2023,NSE-NIFTY,VP_TRAIL_SWING,LONG,18165.55,18213.89,18055.95,18213.89,28.34,668.44,1,TARGET HIT,0.3983,25,55000,140.49,109.6,48.34,18360.0,18140.0,18230.0,55.95,full,,0,neutral,True,0.5,-0.96,0.45,IS
2023-06-08,2023-06-08 11:30:00,2023-06-09 09:45:00,2023,NSE-NIFTY,VP_TRAIL_SWING,SHORT,18785.4,18729.1,18863.37,18668.85,36.3,867.56,1,BREAKEVEN,1.0,25,55000,108.2,77.97,116.55,18720.0,18540.0,18630.0,122.0,full,,1,neutral,True,0.5,0.95,0.45,IS
2023-06-15,2023-06-15 11:00:00,2023-06-16 09:15:00,2023,NSE-NIFTY,VP_TRAIL_SWING,SHORT,18818.15,18787.7,18887.18,18677.04,10.45,221.25,1,BREAKEVEN,0.6332,25,55000,106.6,69.03,141.11,18800.0,18580.0,18630.0,67.5,full,,1,neutral,True,1.0,0.05,0.9,IS
2023-06-19,2023-06-19 11:45:00,2023-06-19 15:15:00,2023,NSE-NIFTY,VP_TRAIL_SWING,SHORT,18839.25,18842.0,18921.73,18682.31,-22.75,-608.75,0,SQUARE OFF,0.5438,25,55000,109.88,82.48,156.94,18840.0,18620.0,18630.0,59.75,full,,0,neutral,True,0.5,1.41,0.45,IS
2023-06-21,2023-06-21 11:00:00,2023-06-21 15:15:00,2023,NSE-NIFTY,VP_TRAIL_SWING,SHORT,18834.3,18895.05,18931.07,18681.08,-80.75,-2058.75,0,SQUARE OFF,0.6142,25,55000,111.86,96.77,153.22,18840.0,18620.0,18630.0,68.7,full,,0,neutral,True,0.5,0.54,0.45,IS
2023-06-22,2023-06-22 11:15:00,2023-06-22 13:30:00,2023,NSE-NIFTY,VP_TRAIL_SWING,SHORT,18863.4,18885.82,18943.02,18688.35,-42.42,-1100.47,0,TRAIL STOP,0.7212,25,55000,111.83,79.62,175.05,18840.0,18580.0,18630.0,80.65,full,,0,neutral,True,1.0,0.48,0.9,IS
2023-07-18,2023-07-18 11:30:00,2023-07-18 15:15:00,2023,NSE-NIFTY,VP_TRAIL_SWING,SHORT,19724.0,19772.15,19851.45,19563.5,-68.15,-1743.75,0,SQUARE OFF,1.0,25,55000,132.77,127.45,160.5,19560.0,19380.0,19510.0,264.9,full,,0,neutral,True,0.5,1.57,0.45,IS
2023-07-19,2023-07-19 11:00:00,2023-07-19 15:00:00,2023,NSE-NIFTY,VP_TRAIL_SWING,SHORT,19763.0,19846.05,19865.41,19573.25,-103.05,-2616.34,0,TRAIL STOP,1.0,25,55000,132.07,102.41,189.75,19600.0,19380.0,19510.0,239.0,full,,0,neutral,True,0.5,1.31,0.45,IS
2023-07-21,2023-07-21 11:00:00,2023-07-21 15:15:00,2023,NSE-NIFTY,VP_TRAIL_SWING,SHORT,19803.95,19806.55,19909.88,19583.49,-22.6,-605.0,0,SQUARE OFF,0.9068,25,55000,135.41,105.93,220.46,19760.0,19340.0,19510.0,122.8,full,,0,neutral,True,0.5,2.41,0.45,IS
2023-08-16,2023-08-16 13:00:00,2023-08-17 09:15:00,2023,NSE-NIFTY,VP_TRAIL_SWING,LONG,19462.0,19462.0,19354.55,19558.0,-20.0,-540.0,0,TRAIL STOP,0.2424,25,55000,146.43,107.45,96.0,19720.0,19420.0,19590.0,35.5,full,,1,neutral,True,0.5,-1.0,0.45,IS
2023-08-25,2023-08-25 11:15:00,2023-08-25 15:15:00,2023,NSE-NIFTY,VP_TRAIL_SWING,LONG,19298.0,19219.5,19199.87,19382.0,-98.5,-2502.52,0,TRAIL STOP,1.0,25,55000,128.67,98.13,84.0,19660.0,19360.0,19410.0,134.4,full,,0,neutral,True,1.0,0.03,0.9,IS
