date,year,direction,pnl_pts,win,exit_reason,ema_gap_pct,ema_slope_signed,ema_consistency,atr_ratio,atr_v,body_atr,rsi_signed,rsi_v,pat_stack,entry_hour,dow,_q,_hr
2024-10-09,2024,-1,-167.07857142857392,0,STOP,0.11021330020270229,0.036763627448488316,30,1.0524397651346373,167.07857142857134,2.0235988200589894,-3.9146647825242766,53.91466478252428,1,10.5,2,"(0.999, 3.0]",10:30
2024-10-09,2024,-1,288.46071428571304,1,TARGET,0.01968476841662132,-0.04448705801790031,30,1.1703235201425795,192.30714285714308,0.41678119080340936,-12.973443324416586,62.973443324416586,1,11.0,2,"(0.999, 3.0]",11:00
2024-10-09,2024,1,-107.95000000000437,0,SQUAREOFF,0.0027328282493534533,0.10951687281370416,6,1.2142116745806824,219.63571428571439,0.201242316823298,-1.9084893334810928,48.09151066651891,1,12.5,2,"(0.999, 3.0]",12:30
2024-10-10,2024,1,-110.28214285714057,0,STOP,0.022899692256380583,0.03484190156949337,2,0.7075280396851787,110.28214285714317,0.3033129311182744,8.62248894199007,58.62248894199007,2,11.0,3,"(0.999, 3.0]",11:00
2024-10-10,2024,1,143.10535714285652,1,TARGET,0.10189166051939598,0.09918276649283411,11,0.759798623357405,95.40357142856945,0.7127615767603936,11.722350803404382,61.72235080340438,2,13.25,3,"(0.999, 3.0]",13:15
2024-10-11,2024,-1,-129.64285714285506,0,STOP,0.12477445958696291,0.16970802637760654,5,1.1876717707106441,129.64285714285765,0.6247933884297496,14.977569492656201,35.0224305073438,2,12.75,4,"(0.999, 3.0]",12:45
2024-10-11,2024,-1,76.30000000000291,0,SQUAREOFF,0.14128116282285472,0.19242135158600315,8,1.0130872922392382,110.5857142857146,0.3703009947034993,5.15732989177139,44.84267010822861,1,13.5,4,"(0.999, 3.0]",13:30
2024-10-14,2024,1,58.650000000001455,0,SQUAREOFF,0.041584390345965935,0.05508028588108484,1,1.0734358018941101,111.11785714285672,0.9539420820878769,19.45562955211308,69.45562955211308,1,10.5,0,"(0.999, 3.0]",10:30
2024-10-14,2024,1,43.0,0,SQUAREOFF,0.2095370015356684,0.25786484714719304,8,0.9913721700717886,102.59285714285787,0.057996240339733114,17.396167759773533,67.39616775977353,1,12.25,0,"(0.999, 3.0]",12:15
2024-10-15,2024,1,-96.5142857142855,0,STOP,0.2728210034162816,0.19532266369739937,28,0.9614515698657076,96.51428571428654,1.7163262285375211,14.402019348016637,64.40201934801664,2,10.75,1,"(0.999, 3.0]",10:45
2024-10-15,2024,1,66.40000000000146,0,SQUAREOFF,0.23114329386740834,0.1510395050647173,30,1.0690970157086426,109.13571428571542,0.7651024281693748,2.77577163715042,52.77577163715042,1,11.75,1,"(0.999, 3.0]",11:45
2024-10-15,2024,1,19.10000000000582,0,SQUAREOFF,0.2088750926450325,0.11501608401218788,30,1.0031853231449464,102.9178571428586,0.3716556199465541,3.6728747174235608,53.67287471742356,1,13.5,1,"(0.999, 3.0]",13:30
2024-10-16,2024,1,-78.38214285714639,0,STOP,0.17208041763873805,0.1160236589959633,30,0.9341534008683055,78.38214285714328,0.15628559712033452,5.304478876440271,55.30447887644027,1,11.0,2,"(0.999, 3.0]",11:00
2024-10-16,2024,1,-31.44999999999709,0,SQUAREOFF,0.13091452919687988,0.08369652314243842,30,0.9476153930490063,77.17142857142919,0.5947797112180815,-0.19759903448206018,49.80240096551794,3,12.0,2,"(0.999, 3.0]",12:00
