trade_id,date,period,strategy,contract,strike,direction,entry,entry_value,exit_price,exit_value,pnl_rs,exit_reason,lots_at_entry,capital_at_entry,equity_after,entry_time,exit_time,year,instrument,stop,target,pnl_pts,win,bias_score,lots_used,capital_used,gap_pts,gap_pct,gap_vs_atr,orb_size,stop_pts,target_pts,atr14,be_triggered,regime,macro_ok,vwap_dev_pct,atm_strike,opt_type,expiry,dte,premium_entry,premium_exit,margin_per_lot,per_trade_risk_pct
1,2024-02-23,IS,OPT_ORB,NSE-BANKNIFTY-2024-02-29-47300-CE,47300.0,LONG,47314.85,12723.0,47132.65,9990.0,-2773.0,SQUARE OFF,2,337826.25,335053.25,2024-02-23 10:00:00,2024-02-23 12:00:00,2024,NSE-BANKNIFTY,47007.36,47660.78,-91.1,0,0.4,1,12723.0,120.0,,,,,,768.72,,neutral,True,,47300.0,CE,2024-02-29,6.0,424.1,333.0,12723.0,0.1
2,2024-02-27,IS,VWAP_REV,NSE-BANKNIFTY-29Feb24-FUT,FUT,LONG,46514.85,2790891.0,46574.0,2794440.0,3509.0,SQUARE OFF,4,335053.25,338562.25,2024-02-27 11:15:00,2024-02-27 14:45:00,2024,NSE-BANKNIFTY,46125.62,47098.69,59.15,1,0.1378,30,75000.0,30.0,,,,389.22,583.84,778.45,,neutral,True,0.069,,,,,,,,
3,2024-05-08,IS,VWAP_REV,NSE-BANKNIFTY-29May24-FUT,FUT,LONG,48246.1,2894766.0,48193.25,2891595.0,-3211.0,SQUARE OFF,4,338562.25,335351.25,2024-05-08 11:45:00,2024-05-08 14:45:00,2024,NSE-BANKNIFTY,47945.16,48697.51,-52.85,0,0.2113,30,75000.0,32.0,,,,300.94,451.41,601.89,,neutral,True,0.106,,,,,,,,
4,2024-05-10,IS,VWAP_REV,NSE-BANKNIFTY-29May24-FUT,FUT,SHORT,47850.0,2871000.0,47578.75,2854725.0,16235.0,SQUARE OFF,4,335351.25,351586.25,2024-05-10 10:45:00,2024-05-10 14:45:00,2024,NSE-BANKNIFTY,48152.95,47395.58,271.25,1,0.1465,30,75000.0,38.0,,,,302.95,454.42,605.9,,neutral,True,0.073,,,,,,,,
5,2024-05-13,IS,VWAP_REV,NSE-BANKNIFTY-29May24-FUT,FUT,LONG,47382.5,2842950.0,47828.85,2869731.0,26741.0,TARGET HIT,4,351586.25,378327.25,2024-05-13 11:00:00,2024-05-13 13:45:00,2024,NSE-BANKNIFTY,47084.93,47828.85,446.35,1,0.0484,30,75000.0,12.4,,,,297.57,446.35,595.14,,neutral,True,0.024,,,,,,,,
6,2024-05-17,IS,VWAP_REV,NSE-BANKNIFTY-29May24-FUT,FUT,SHORT,48133.1,2887986.0,48183.5,2891010.0,-3064.0,SQUARE OFF,4,378327.25,375263.25,2024-05-17 12:00:00,2024-05-17 14:45:00,2024,NSE-BANKNIFTY,48454.78,47650.58,-50.4,0,0.0618,30,75000.0,0.05,,,,321.68,482.52,643.36,,neutral,True,0.031,,,,,,,,
7,2024-05-21,IS,OPT_ORB,NSE-BANKNIFTY-2024-05-22-48100-PE,48100.0,SHORT,48105.0,17760.0,47850.7,10131.0,-7669.0,SQUARE OFF,4,375263.25,367594.25,2024-05-21 10:00:00,2024-05-21 12:00:00,2024,NSE-BANKNIFTY,48337.36,47843.6,-127.15,0,0.356,1,8880.0,-106.8,,,,,,580.89,,neutral,True,,48100.0,PE,2024-05-22,1.0,296.0,168.85,8880.0,0.1
8,2024-05-24,IS,VWAP_REV,NSE-BANKNIFTY-29May24-FUT,FUT,LONG,48882.1,2932926.0,49051.45,2943087.0,10121.0,SQUARE OFF,4,367594.25,377715.25,2024-05-24 10:45:00,2024-05-24 14:45:00,2024,NSE-BANKNIFTY,48587.09,49324.61,169.35,1,0.1795,30,75000.0,21.35,,,,295.01,442.51,590.02,,neutral,True,0.09,,,,,,,,
9,2024-07-19,IS,OPT_ORB,NSE-BANKNIFTY-2024-07-24-52400-PE,52400.0,SHORT,52387.85,16312.5,52507.95,18114.0,1761.5,SQUARE OFF,2,377715.25,379476.75,2024-07-19 10:00:00,2024-07-19 12:00:00,2024,NSE-BANKNIFTY,52596.61,52153.0,60.05,1,0.401,1,16312.5,-120.3,,,,,,521.89,,neutral,True,,52400.0,PE,2024-07-24,5.0,543.75,603.8,16312.5,0.1
10,2024-07-24,IS,OPT_ORB,NSE-BANKNIFTY-2024-07-24-51500-PE,51500.0,SHORT,51484.0,18168.0,51786.8,36336.0,18128.0,TARGET HIT,8,379476.75,397604.75,2024-07-24 10:15:00,2024-07-24 10:30:00,2024,NSE-BANKNIFTY,51698.41,51242.79,151.4,1,0.5128,1,4542.0,-153.85,,,,,,536.02,,neutral,True,,51500.0,PE,2024-07-24,0.0,151.4,302.8,4542.0,0.1
11,2024-07-31,IS,OPT_ORB,NSE-BANKNIFTY-2024-07-31-51800-CE,51800.0,LONG,51826.65,19581.75,51778.3,9792.9,-9830.88,STOP LOSS,27,397604.75,387773.87,2024-07-31 10:00:00,2024-07-31 11:00:00,2024,NSE-BANKNIFTY,51564.4,52121.69,-24.175,0,0.9943,1,1450.5,298.3,,,,,,655.64,,neutral,True,,51800.0,CE,2024-07-31,0.0,48.35,24.18,1450.5,0.1
12,2024-08-13,IS,OPT_ORB,NSE-BANKNIFTY-2024-08-14-50500-PE,50500.0,SHORT,50483.25,18114.0,50477.45,17940.0,-214.0,SQUARE OFF,4,387773.87,387559.87,2024-08-13 10:15:00,2024-08-13 12:00:00,2024,NSE-BANKNIFTY,50757.04,50175.24,-2.9,0,0.449,1,9057.0,-134.7,,,,,,684.47,,neutral,True,,50500.0,PE,2024-08-14,1.0,301.9,299.0,9057.0,0.1
13,2024-08-20,IS,ORB,NSE-BANKNIFTY-28Aug24-FUT,FUT,LONG,50860.0,3051600.0,50868.0,3052080.0,440.0,SQUARE OFF,4,387559.87,387999.87,2024-08-20 10:00:00,2024-08-20 15:30:00,2024,NSE-BANKNIFTY,50612.04,51138.95,8.0,1,0.5646,30,75000.0,58.95,0.117,0.095,248.8,247.96,278.95,619.9,0.0,neutral,True,,,,,,,,,
14,2024-10-01,IS,VWAP_REV,NSE-BANKNIFTY-30Oct24-FUT,FUT,LONG,53451.0,3207060.0,53376.05,3202563.0,-4537.0,SQUARE OFF,4,387999.87,383462.87,2024-10-01 11:15:00,2024-10-01 14:45:00,2024,NSE-BANKNIFTY,53197.13,53831.8,-74.95,0,0.038,30,75000.0,32.35,,,,253.87,380.8,507.74,,neutral,True,0.019,,,,,,,,
15,2024-10-08,IS,ORB,NSE-BANKNIFTY-30Oct24-FUT,FUT,LONG,51358.0,3081480.0,51435.0,3086100.0,4580.0,SQUARE OFF,4,383462.87,388042.87,2024-10-08 10:15:00,2024-10-08 15:30:00,2024,NSE-BANKNIFTY,51131.51,51612.8,77.0,1,0.4595,30,75000.0,62.1,0.122,0.11,401.9,226.49,254.8,566.21,0.0,neutral,True,,,,,,,,,
16,2024-10-09,IS,VWAP_REV,NSE-BANKNIFTY-30Oct24-FUT,FUT,SHORT,51567.0,3094020.0,51860.58,3111634.8,-17654.8,STOP LOSS,4,388042.87,370388.07,2024-10-09 10:15:00,2024-10-09 10:30:00,2024,NSE-BANKNIFTY,51860.58,51126.63,-293.58,0,0.2164,30,75000.0,25.0,,,,293.58,440.37,587.16,,neutral,True,0.108,,,,,,,,
17,2024-10-25,IS,OPT_ORB,NSE-BANKNIFTY-2024-10-30-50700-PE,50700.0,SHORT,50665.0,12381.0,50697.4,12867.0,446.0,SQUARE OFF,2,370388.07,370834.07,2024-10-25 10:00:00,2024-10-25 12:00:00,2024,NSE-BANKNIFTY,50955.87,50337.77,16.2,1,0.492,1,12381.0,-147.6,,,,,,727.19,,neutral,True,,50700.0,PE,2024-10-30,5.0,412.7,428.9,12381.0,0.1
18,2024-11-05,IS,VWAP_REV,NSE-BANKNIFTY-27Nov24-FUT,FUT,SHORT,51426.2,3085572.0,51791.85,3107511.0,-21979.0,STOP LOSS,4,370834.07,348855.07,2024-11-05 10:30:00,2024-11-05 13:15:00,2024,NSE-BANKNIFTY,51791.85,50877.73,-365.65,0,0.3907,30,75000.0,35.0,,,,365.65,548.47,731.29,,neutral,True,0.195,,,,,,,,
19,2024-11-08,IS,ORB,NSE-BANKNIFTY-27Nov24-FUT,FUT,SHORT,51735.5,3104130.0,52046.98,3122818.8,-18728.8,STOP LOSS,4,348855.07,330126.27,2024-11-08 11:45:00,2024-11-08 13:15:00,2024,NSE-BANKNIFTY,52046.98,51385.08,-311.48,0,0.4944,30,75000.0,64.95,0.124,0.083,327.05,311.48,350.42,778.71,0.0,neutral,True,,,,,,,,,
20,2024-11-19,IS,OPT_ORB,NSE-BANKNIFTY-2024-11-27-51000-CE,51000.0,LONG,50980.0,11223.0,51038.7,12103.5,840.5,SQUARE OFF,2,330126.27,330966.77,2024-11-19 10:15:00,2024-11-19 12:00:00,2024,NSE-BANKNIFTY,50678.37,51319.33,29.35,1,0.4918,1,11223.0,147.55,,,,,,754.07,,neutral,True,,51000.0,CE,2024-11-27,8.0,374.1,403.45,11223.0,0.1
21,2024-11-29,IS,VWAP_REV,NSE-BANKNIFTY-24Dec24-FUT,FUT,LONG,52330.0,4709700.0,52366.9,4713021.0,3281.0,SQUARE OFF,3,330966.77,334247.77,2024-11-29 10:45:00,2024-11-29 14:45:00,2024,NSE-BANKNIFTY,51974.88,52862.68,36.9,1,0.0814,30,75000.0,49.85,,,,355.12,532.68,710.24,,neutral,True,0.041,,,,,,,,
22,2024-12-03,IS,OPT_ORB,NSE-BANKNIFTY-2024-12-24-52700-CE,52700.0,LONG,52724.0,24390.0,52818.1,25801.5,1371.5,SQUARE OFF,1,334247.77,335619.27,2024-12-03 10:00:00,2024-12-03 12:00:00,2024,NSE-BANKNIFTY,52446.04,53036.7,47.05,1,0.4,1,24390.0,120.0,,,,,,694.89,,neutral,True,,52700.0,CE,2024-12-24,21.0,813.0,860.05,24390.0,0.1
23,2024-12-04,IS,VWAP_REV,NSE-BANKNIFTY-24Dec24-FUT,FUT,SHORT,53087.0,6370440.0,53422.7,6410724.0,-40324.0,STOP LOSS,4,335619.27,295295.27,2024-12-04 11:45:00,2024-12-04 13:30:00,2024,NSE-BANKNIFTY,53422.7,52583.45,-335.7,0,0.1925,30,75000.0,33.55,,,,335.7,503.55,671.4,,neutral,True,0.096,,,,,,,,
24,2024-12-05,IS,VWAP_REV,NSE-BANKNIFTY-24Dec24-FUT,FUT,LONG,53264.0,4793760.0,53746.63,4837196.7,43396.7,TARGET HIT,3,295295.27,338691.97000000003,2024-12-05 11:45:00,2024-12-05 12:15:00,2024,NSE-BANKNIFTY,52942.24,53746.63,482.63,1,0.0078,30,75000.0,45.95,,,,321.76,482.63,643.51,,neutral,True,0.004,,,,,,,,
25,2024-12-13,IS,ORB,NSE-BANKNIFTY-24Dec24-FUT,FUT,SHORT,52790.5,6334860.0,52546.34,6305560.8,29259.2,TARGET HIT,4,338691.97000000003,367951.17000000004,2024-12-13 10:00:00,2024-12-13 10:30:00,2024,NSE-BANKNIFTY,53007.53,52546.34,244.16,1,0.532,30,75000.0,85.45,0.16,0.157,472.9,217.03,244.16,542.58,0.0,neutral,True,,,,,,,,,
26,2024-12-17,IS,OPT_ORB,NSE-BANKNIFTY-2024-12-24-53300-PE,53300.0,SHORT,53335.0,31368.0,53777.1,44631.0,13223.0,SQUARE OFF,2,367951.17000000004,381174.17000000004,2024-12-17 10:00:00,2024-12-17 12:00:00,2024,NSE-BANKNIFTY,53571.16,53069.32,221.05,1,0.5867,1,15683.999999999998,-176.0,,,,,,590.4,,neutral,True,,53300.0,PE,2024-12-24,7.0,522.8,743.85,15683.999999999998,0.1
27,2024-12-18,IS,ORB,NSE-BANKNIFTY-24Dec24-FUT,FUT,SHORT,52545.2,6305424.0,52266.49,6271978.8,33405.2,TARGET HIT,4,381174.17000000004,414579.37000000005,2024-12-18 10:00:00,2024-12-18 12:30:00,2024,NSE-BANKNIFTY,52792.94,52266.49,278.71,1,0.5748,30,75000.0,64.7,0.122,0.104,311.95,247.74,278.71,619.36,0.0,neutral,True,,,,,,,,,
28,2024-12-20,IS,OPT_ORB,NSE-BANKNIFTY-2024-12-24-51300-PE,51300.0,SHORT,51275.0,41400.0,50861.3,22783.5,-18656.5,SQUARE OFF,3,414579.37000000005,395922.87000000005,2024-12-20 10:00:00,2024-12-20 12:00:00,2024,NSE-BANKNIFTY,51524.22,50994.63,-206.85,0,0.4747,1,13800.0,-142.4,,,,,,623.05,,neutral,True,,51300.0,PE,2024-12-24,4.0,460.0,253.15,13800.0,0.1
29,2024-12-27,IS,VWAP_REV,NSE-BANKNIFTY-30Jan25-FUT,FUT,SHORT,51842.35,6221082.0,51665.0,6199800.0,21242.0,SQUARE OFF,4,395922.87000000005,417164.87000000005,2024-12-27 11:15:00,2024-12-27 14:45:00,2024,NSE-BANKNIFTY,52155.04,51373.31,177.35,1,0.0585,30,75000.0,1.95,,,,312.69,469.04,625.39,,neutral,True,0.029,,,,,,,,
