date,entry_time,exit_time,duration_min,year,month,day_of_week,instrument,instrument_symbol,instrument_type,contract,expiry_date,atm_strike,option_type,option_symbol,strategy,direction,entry_price,exit_price,stop_price,target_price,stop_pts,target_pts,rr_ratio,lot_size,lots_traded,margin_per_lot,margin_used,brokerage,pnl_pts,pnl_rs,win,exit_reason,pattern_name,pattern_stack,bias_score,signal_bar_time,atr14_15m,ema_fast,ema_slow,ema_trend,rsi14,vwap,vwap_dev_pct,capital_at_entry,lots_at_entry,equity_after,regime,macro_ok
2022-01-27,2022-01-27 10:15:00,2022-01-27 13:00:00,165,2022,1,3,BANKNIFTY,NSE-BANKNIFTY,FUT,NSE-BANKNIFTY-24Feb22-FUT,2022-02-24,37500,PE,BANKNIFTY24FEB2237500PE,CANDLESTICK,SHORT,37490.75,37682.72,37682.72,37106.81,191.97,383.94,2.0,25,1,75000,75000,40,-191.97,-4839.25,0,STOP LOSS,tweezer_top,1,0.3333,10:00,191.97,37453.32,37369.82,1,53.49,37384.47,0.3189,100000.0,1,95160.75,neutral,True
2022-06-14,2022-06-14 10:15:00,2022-06-14 10:30:00,15,2022,6,1,BANKNIFTY,NSE-BANKNIFTY,FUT,NSE-BANKNIFTY-30Jun22-FUT,2022-06-30,33400,PE,BANKNIFTY30JUN2233400PE,CANDLESTICK,SHORT,33392.1,33485.67,33485.67,33204.96,93.57,187.14,2.0,25,1,75000,75000,40,-93.57,-2379.25,0,STOP LOSS,tweezer_top,1,0.3333,10:00,93.57,33427.73,33779.85,-1,43.54,33314.1,0.2641,95160.75,1,92781.5,neutral,True
2022-07-01,2022-07-01 11:45:00,2022-07-01 12:45:00,60,2022,7,4,BANKNIFTY,NSE-BANKNIFTY,FUT,NSE-BANKNIFTY-28Jul22-FUT,2022-07-28,33300,PE,BANKNIFTY28JUL2233300PE,CANDLESTICK,SHORT,33321.5,33400.19,33400.19,33164.12,78.69,157.38,2.0,25,1,75000,75000,40,-78.69,-2007.25,0,STOP LOSS,tweezer_top,1,0.3333,11:30,78.69,33343.27,33400.49,-1,47.43,33242.63,0.2615,92781.5,1,90774.25,neutral,True
2022-08-23,2022-08-23 10:15:00,2022-08-23 13:30:00,195,2022,8,1,BANKNIFTY,NSE-BANKNIFTY,FUT,NSE-BANKNIFTY-25Aug22-FUT,2022-08-25,38500,PE,BANKNIFTY25AUG2238500PE,CANDLESTICK,SHORT,38445.4,38561.33,38561.33,38213.54,115.93,231.86,2.0,25,1,75000,75000,40,-115.93,-2938.25,0,STOP LOSS,dark_cloud,1,0.3333,10:00,115.93,38428.56,38653.65,-1,48.9,38363.12,0.2525,90774.25,1,87836.0,neutral,True
2024-05-03,2024-05-03 11:15:00,2024-05-03 11:30:00,15,2024,5,4,BANKNIFTY,NSE-BANKNIFTY,FUT,NSE-BANKNIFTY-29May24-FUT,2024-05-29,49300,CE,BANKNIFTY29MAY2449300CE,CANDLESTICK,LONG,49285.05,49172.73,49172.73,49509.7,112.32,224.65,2.0,15,1,75000,75000,40,-112.32,-1724.8,0,STOP LOSS,piercing|tweezer_bottom,2,0.6667,11:00,112.32,49371.53,49133.27,1,45.04,49433.1,-0.3148,87836.0,1,86111.2,neutral,True
