trade_date,direction,actual,actual_fullday,score,signal_count,opt_strike,opt_side,entry_time,exit_time,exit_reason,opt_entry,opt_exit,pnl_pts,pnl_inr,result,oi_quadrant,futures_basis,pcr_signal,oi_velocity,strike_defense,fii_signature,has_opt_oi,fii_attribution,clf_confidence,clf_fii_score,dte,regime_5d_ret,extreme_regime,call_wall_in,put_wall_in,pcr_input,fii_fut,fii_cash,day_open,notes
2026-01-02,0,0,1,,,,,,,,,,,,NO_TRADE,,,,,,,False,N/A,0.0,0.0,4,0.4,False,27000,26000,1.131,-1,-1,26315.0,
2026-01-05,0,0,-1,,,,,,,,,,,,NO_TRADE,,,,,,,False,N/A,0.0,0.0,1,1.49,False,27000,26000,1.463,-1,1,26506.2,
2026-01-06,0,0,-1,,,,,,,,,,,,NO_TRADE,,,,,,,False,N/A,0.0,0.0,1,1.2,False,27000,26000,0.999,-1,1,26353.1,
2026-01-07,1,-1,1,0.533,5.0,26300.0,CE,11:04,13:25,SL,63.85,30.75,-33.1,-2482.5,LOSS_SL,1.0,1.0,0.0,1.0,1.0,-1.0,True,FII_BEAR,0.321,-0.362,6,0.19,False,27000,26150,0.914,-1,0,26229.4,"short_cover p=+16 oi=-23 | contango fut=26285 spot=26179 basis=+0.27% | neutral_pcr pcr=0.91 ma=1.13 | put_writing_dominant atm_net_vel=75.0 ce=-14.4 pe=60.6 | lower_range_bullish ltp=26285 call=27000 put=26150 pos=0.16 | FII_RT [classifier=FII_BEAR conf=0.32, oi_vel_conflicts net=88.9] | max_pain: not computed (no df_strikes) | expiry_reversal: not computed | cross_index: not computed (no leader_candles)"
2026-01-08,0,0,-1,0.2113,6.0,,,,,,,,,,NO_TRADE,-1.0,-1.0,1.0,1.0,1.0,-1.0,True,FII_BEAR,0.139,-0.114,5,-0.02,False,27000,26000,0.887,-1,-1,26189.0,"short_buildup p=-5 oi=+382 | backwardation fut=25982 spot=26141 basis=-0.72% | bullish_pcr pcr=0.89 ma=1.08 | put_writing_dominant atm_net_vel=21.2 ce=-31.4 pe=-10.2 | near_put_wall ltp=25982 call=27000 put=26000 pos=-0.02 | FII_RT [classifier=FII_BEAR conf=0.14, oi_vel_conflicts net=27.0] | max_pain: not computed (no df_strikes) | expiry_reversal: not computed | cross_index: not computed (no leader_candles)"
2026-01-09,0,0,-1,-0.0413,6.0,,,,,,,,,,NO_TRADE,-1.0,-1.0,1.0,1.0,1.0,-1.0,True,FII_BEAR,0.217,-0.238,4,-1.72,False,27000,25000,0.664,-1,-1,25962.0,"short_buildup p=-15 oi=+27 | backwardation fut=25780 spot=25877 basis=-0.46% | extreme_calls_bullish pcr=0.66 ma=0.99 | put_writing_dominant atm_net_vel=22.0 ce=-107.0 pe=-85.0 | lower_range_bullish ltp=25780 call=27000 put=25000 pos=0.39 | FII_RT [classifier=FII_BEAR conf=0.22, oi_vel_conflicts net=29.4] | max_pain: not computed (no df_strikes) | expiry_reversal: not computed | cross_index: not computed (no leader_candles)"
2026-01-12,1,1,1,0.5231,6.0,25800.0,CE,12:28,14:53,TP,35.05,75.2,40.15,3011.25,WIN_TP,1.0,1.0,1.0,1.0,-1.0,-1.0,True,FII_BEAR,0.931,-0.903,1,-2.16,False,26000,25000,0.622,-1,-1,25770.2,"long_buildup p=+39 oi=+26 | contango fut=25778 spot=25683 basis=+0.35% | extreme_calls_bullish pcr=0.62 ma=0.82 | put_writing_dominant atm_net_vel=247.6 ce=-220.1 pe=27.6 | upper_range_bearish ltp=25778 call=26000 put=25000 pos=0.78 | FII_RT [classifier=FII_BEAR conf=0.93, oi_vel_conflicts net=322.5] | max_pain: not computed (no df_strikes) | expiry_reversal: not computed | cross_index: not computed (no leader_candles)"
2026-01-13,1,-1,-1,0.4922,6.0,25850.0,CE,11:10,11:59,SL,24.05,11.25,-12.8,-960.0,LOSS_SL,1.0,1.0,1.0,1.0,-1.0,-1.0,True,FII_BEAR,0.149,-0.144,1,-1.48,False,26000,25000,0.895,-1,-1,25925.8,"long_buildup p=+12 oi=+13 | contango fut=25850 spot=25790 basis=+0.21% | bullish_pcr pcr=0.90 ma=0.80 | put_writing_dominant atm_net_vel=145.1 ce=-49.5 pe=95.6 | near_call_wall ltp=25850 call=26000 put=25000 pos=0.85 | FII_RT [classifier=FII_BEAR conf=0.15, oi_vel_conflicts net=189.9] | max_pain: not computed (no df_strikes) | expiry_reversal: not computed | cross_index: not computed (no leader_candles)"
2026-01-14,1,-1,-1,0.479,5.0,25800.0,CE,11:20,15:20,EOD,109.9,78.5,-31.4,-2355.0,LOSS_EOD,1.0,0.0,1.0,1.0,1.0,-1.0,True,FII_BEAR,0.116,-0.102,6,-1.56,False,26000,25700,0.791,-1,0,25741.6,"short_cover p=+17 oi=-35 | neutral fut=25803 spot=25732 basis=+0.14% | bullish_pcr pcr=0.79 ma=0.77 | put_writing_dominant atm_net_vel=16.5 ce=6.5 pe=23.0 | lower_range_bullish ltp=25803 call=26000 put=25700 pos=0.34 | FII_RT [classifier=FII_BEAR conf=0.12, oi_vel_conflicts net=21.5] | max_pain: not computed (no df_strikes) | expiry_reversal: not computed | cross_index: not computed (no leader_candles)"
2026-01-16,0,0,-1,0.4592,6.0,,,,,,,,,,NO_TRADE,1.0,1.0,1.0,1.0,-1.0,-1.0,True,FII_BEAR,0.134,-0.131,4,-0.82,False,26000,25000,0.81,-1,-1,25775.4,"long_buildup p=+15 oi=+184 | contango fut=25754 spot=25666 basis=+0.26% | bullish_pcr pcr=0.81 ma=0.76 | put_writing_dominant atm_net_vel=13.8 ce=-73.6 pe=-59.8 | upper_range_bearish ltp=25754 call=26000 put=25000 pos=0.75 | FII_RT [classifier=FII_BEAR conf=0.13, oi_vel_conflicts net=13.6] | max_pain: not computed (no df_strikes) | expiry_reversal: not computed | cross_index: not computed (no leader_candles)"
